model,validation,n_splits,n_samples,r2_mean,r2_std,mae_mean,mae_std,pooled_r2,pooled_mae,n_predictions
Ridge,RandomKFold,10,488,0.25328849224402594,0.12321671754506812,79.13796264341741,8.296994263120384,0.23332492670293747,79.09995457001382,488
Ridge,GroupKFold_Source,10,488,-0.12369296346830672,0.4326786631218973,94.84782921576733,42.602554186950485,0.038893255665458315,94.64141039041533,488
Ridge,LeaveOneSourceOut,118,488,-93.6914097852618,309.84298102166906,86.02409288491963,99.590600746764,0.10661159679595167,90.82625495369963,488
RandomForest,RandomKFold,10,488,0.6415719318588532,0.13875405437332328,48.656252597928614,9.776338798186073,0.6382940845090483,48.633681744833176,488
RandomForest,GroupKFold_Source,10,488,-1.0472480609722754,1.640533265991109,106.3685743243673,31.66192031630576,-0.17225230694065585,106.32236002959198,488
RandomForest,LeaveOneSourceOut,118,488,-100.58899286921492,309.16565493687045,87.414571201883,103.50684970089762,-0.12420897971853795,103.29271984837756,488
GradientBoosting,RandomKFold,10,488,0.6461824445673908,0.12024081508664797,51.972712004098945,8.095979839791195,0.6275887559066508,51.94327968641736,488
GradientBoosting,GroupKFold_Source,10,488,-0.4410223178856385,0.6009380531689128,96.4367058337871,33.7369227480009,-0.02535391496391859,96.37822826122957,488
GradientBoosting,LeaveOneSourceOut,118,488,-99.19445687303296,315.80695762100316,84.4498952148888,105.83718578307537,0.09588904585174374,89.46484162047373,488
