parent,model,n_external,n_source_clusters,external_rmse_kN,external_mae_kN,external_nrmse,external_nmae,signed_mean_error_kN,median_absolute_error_kN
rac27,Ridge,27,1,23.445705694465087,20.65108897161589,0.4196047541006331,0.3695898610503684,3.2459205900109858,20.856042208080524
rac27,RBF_SVR,27,1,63.44905477040372,58.37613720816048,1.135539504410736,1.0447501567145234,58.37613720816048,49.38385600947694
rac27,ExtraTrees,27,1,33.25857080840908,31.675803957520426,0.5952243283978226,0.566897755339177,31.675803957520426,31.723633147097104
rac27,HistGradientBoosting,27,1,42.65183284914707,38.695445915863736,0.7633343209128761,0.6925273770784144,38.695445915863736,38.363037589785165
