parent,model,n_external,n_source_clusters,external_rmse_kN,external_mae_kN,external_nrmse,external_nmae,signed_mean_error_kN,median_absolute_error_kN
lwc90,Ridge,60,5,18.33046877052121,15.118969498722086,0.3280580222765339,0.2705822363139149,0.007838409854457,13.455052959752784
lwc90,RBF_SVR,60,5,64.6574420438615,59.29077928978766,1.1571658547260213,1.0611193874279272,59.29077928978766,50.7098357854645
lwc90,ExtraTrees,60,5,29.498967836150992,24.67138823756729,0.527939201592585,0.441540635613692,24.46204571298092,19.617613299848436
lwc90,HistGradientBoosting,60,5,36.71958966274768,29.477383360124552,0.6571657339685342,0.527552907024467,28.640327776981152,23.49281912196962
