parent,n_external,development_only_scaling,knn_k,knn_development_loo_q95,knn_external_median,knn_external_q95,knn_fraction_within_development_q95,robust_mahalanobis_development_q95,robust_mahalanobis_external_median,robust_mahalanobis_external_q95,robust_mahalanobis_fraction_within_development_q95,pca_components_95pct,pca_explained_variance_fraction,pca_score_radius_development_q95,pca_reconstruction_development_q95,pca_joint_fraction_within_development_q95
lwc90,60,True,5,1.553457483727224,1.4790246722013445,2.508808179539538,0.5666666666666667,98.37804987064212,109.3048270367525,160.08125029724357,0.35,5,0.972633169603078,12.920206722710796,0.5210789320848592,0.05
