parent,feature,development_min,development_max,external_min,external_max,fraction_outside_development_range
lwc90,f_cm_MPa,18.40900676169024,115.83333333333331,20.47743448772285,55.70965342114499,0.0
lwc90,E_cm_MPa,15099.52240003806,46500.0,10500.718089158889,19443.220624706544,0.6166666666666667
lwc90,f_um_MPa,426.0,675.0,406.7907861197468,539.8596364945114,0.05
lwc90,d_m_mm,12.7,31.75,12.7,22.225,0.0
lwc90,d_dom_mm,21.0,44.45,17.0,29.0,0.2333333333333333
lwc90,h_wm_mm,3.0,8.549999999999999,3.0,6.0,0.0
lwc90,h_scm_mm,69.92,200.0,50.8,114.3,0.0833333333333333
