Cross-section,Test Type and Configuration,Sustained Loading (% Ultimate),Width (mm),Depth (mm),Length (mm),Test Length (mm),Side Cover to Ctr of Tension Bar (mm),Bottom Cover to Ctr of Tension Bar (mm),Top Cover to Ctr of Compression Bar (mm),Reinforcement Design ,# Tensile Bars,"Diameter Tensile Bars, db,t (mm)","Tension Reinforcement Ratio, pten (%)",# Compression Bars,"Diameter Comp Bars, db,c (mm)",Longitudinal Bar Type,Tension Bar End Anchorage,Lsplice (mm),"fy Longitudinal Bars (Tensile), (MPa) ","fsu Long Bars, (MPa)","Comp Reinforcement Ratio, pcom (%)",# Stirrup Legs,Stirrup Bar Type,"Stirrup Spacing, s (mm) ","Stirrup Diameter, ds (mm)","fy,s Stirrup Bars",stirrup_volumetric_ratio,Cement Type,W/C Ratio,Max Aggregate Size (mm),Comp. Test Method,f'c (MPa) ,Corrosion Method,Cathode Type,"Corrosion Zone Length, Lc (mm)",corrosion_current_density,"Duration, (days)",Solution Concetration (% NaCl),Immersion Depth (mm),Wet/Dry Cyclic Ratio (days),mass_loss_tensile_bars,"Average Sample Length, (mm)","Corrosion Penetration Depth, Xaver (mm)","Shear Span, x (mm)",log_mmax_exp,source_group
R,SS_FPB_MONO_SUST,60.0,100.0,160.0,1400.0,1200.0,27.0,27.0,25.0,UT_C,2.0,12.0,1.414,2.0,8.0,D,S,0.0,324.44,473.49,0.628,2.0,P,400.0,6.0,235.0,0.141,OPC,0.53,20.0,Cube,45.9,EI,missing,1400.0,2.0,1461.0,3.5,160.0,missing,3.12,110.0,0.094,400.0,2.4553061800117097,Ye et al. (2018)
R,SS_FPB_MONO_SUST,60.0,100.0,160.0,1400.0,1200.0,27.0,27.0,25.0,UT_C,2.0,12.0,1.414,2.0,8.0,D,S,0.0,322.75,470.84,0.628,2.0,P,400.0,6.0,235.0,0.141,OPC,0.53,20.0,Cube,45.9,EI,missing,1400.0,2.4,1461.0,3.5,160.0,missing,3.62,110.0,0.109,400.0,2.412335956953165,Ye et al. (2018)
R,SS_FPB_MONO_SUST,60.0,100.0,160.0,1400.0,1200.0,27.0,27.0,25.0,UT_C,2.0,12.0,1.414,2.0,8.0,D,S,0.0,317.98,463.38,0.628,2.0,P,400.0,6.0,235.0,0.141,OPC,0.53,20.0,Cube,45.9,EI,missing,1400.0,3.3,1461.0,3.5,160.0,missing,5.03,110.0,0.151,400.0,2.33214389523559,Ye et al. (2018)
R,SS_FPB_MONO_SUST,60.0,100.0,160.0,1400.0,1200.0,27.0,27.0,25.0,UT_C,2.0,12.0,1.414,2.0,8.0,D,S,0.0,310.84,452.22,0.628,2.0,P,400.0,6.0,235.0,0.141,OPC,0.53,20.0,Cube,45.9,EI,missing,1400.0,1.2,1461.0,3.5,160.0,missing,7.14,110.0,0.214,400.0,2.2512917986064953,Ye et al. (2018)
R,SS_FPB_MONO,0.0,100.0,160.0,1400.0,1200.0,27.0,27.0,25.0,UT_C,2.0,12.0,1.414,2.0,8.0,D,S,0.0,311.03,459.35,0.628,2.0,P,400.0,6.0,235.0,0.141,OPC,0.53,20.0,Cube,45.9,IC,External stainless steel bar,1400.0,190.0,20.0,3.5,160.0,missing,3.91,110.0,0.117,400.0,2.479894107964456,Ye et al. (2018)
R,SS_FPB_MONO,0.0,100.0,160.0,1400.0,1200.0,27.0,27.0,25.0,UT_C,2.0,12.0,1.414,2.0,8.0,D,S,0.0,291.04,433.79,0.628,2.0,P,400.0,6.0,235.0,0.141,OPC,0.53,20.0,Cube,45.9,IC,External stainless steel bar,1400.0,190.0,35.0,3.5,160.0,missing,7.17,110.0,0.215,400.0,2.468099531471619,Ye et al. (2018)
R,SS_FPB_MONO_SUST,30.0,100.0,160.0,1400.0,1200.0,27.0,27.0,25.0,UT_C,2.0,12.0,1.414,2.0,8.0,D,S,0.0,316.49,466.32,0.628,2.0,P,400.0,6.0,235.0,0.141,OPC,0.53,20.0,Cube,45.9,IC,External stainless steel bar,1400.0,190.0,20.0,3.5,160.0,missing,3.02,110.0,0.091,400.0,2.4731713935695794,Ye et al. (2018)
R,SS_FPB_MONO_SUST,30.0,100.0,160.0,1400.0,1200.0,27.0,27.0,25.0,UT_C,2.0,12.0,1.414,2.0,8.0,D,S,0.0,294.17,437.79,0.628,2.0,P,400.0,6.0,235.0,0.141,OPC,0.53,20.0,Cube,45.9,IC,External stainless steel bar,1400.0,190.0,35.0,3.5,160.0,missing,6.66,110.0,0.2,400.0,2.4344901638739844,Ye et al. (2018)
R,SS_FPB_MONO_SUST,60.0,100.0,160.0,1400.0,1200.0,27.0,27.0,25.0,UT_C,2.0,12.0,1.414,2.0,8.0,D,S,0.0,314.16,463.34,0.628,2.0,P,400.0,6.0,235.0,0.141,OPC,0.53,20.0,Cube,45.9,IC,External stainless steel bar,1400.0,190.0,20.0,3.5,160.0,missing,3.4,110.0,0.102,400.0,2.453587966530573,Ye et al. (2018)
R,SS_FPB_MONO_SUST,60.0,100.0,160.0,1400.0,1200.0,27.0,27.0,25.0,UT_C,2.0,12.0,1.414,2.0,8.0,D,S,0.0,291.04,433.79,0.628,2.0,P,400.0,6.0,235.0,0.141,OPC,0.53,20.0,Cube,45.9,IC,External stainless steel bar,1400.0,190.0,35.0,3.5,160.0,missing,7.17,110.0,0.215,400.0,2.336986519711378,Ye et al. (2018)
R,SS_FPB_MONO,0.0,100.0,200.0,1850.0,1600.0,32.0,32.0,29.0,UT_C,2.0,14.0,1.539,2.0,8.0,D,H-90,0.0,335.0,,0.503,2.0,P,100.0,8.0,,1.005,OPC,0.38,22.0,Cylinder,20.1,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,620.0,2.714694743820879,Zhou et al. (2018)
R,SS_FPB_MONO,0.0,100.0,200.0,1850.0,1600.0,32.0,32.0,29.0,UT_C,2.0,14.0,1.539,2.0,8.0,D,H-90,0.0,321.73,,0.503,2.0,P,100.0,8.0,,1.005,OPC,0.38,22.0,Cylinder,20.1,IC,External carbon rod,500.0,2400.0,0.5,5.0,200.0,missing,2.17,500.0,0.076,620.0,2.580974118534234,Zhou et al. (2018)
R,SS_FPB_MONO,0.0,100.0,200.0,1850.0,1600.0,32.0,32.0,29.0,UT_C,2.0,14.0,1.539,2.0,8.0,D,H-90,0.0,308.35,,0.503,2.0,P,100.0,8.0,,1.005,OPC,0.38,22.0,Cylinder,20.1,IC,External carbon rod,500.0,2400.0,1.0,5.0,200.0,missing,4.35,500.0,0.152,620.0,2.517696472610991,Zhou et al. (2018)
R,SS_FPB_MONO,0.0,100.0,200.0,1850.0,1600.0,32.0,32.0,29.0,UT_C,2.0,14.0,1.539,2.0,8.0,D,H-90,0.0,295.08,,0.503,2.0,P,100.0,8.0,,1.005,OPC,0.38,22.0,Cylinder,20.1,IC,External carbon rod,500.0,2400.0,1.5,5.0,200.0,missing,6.51,500.0,0.228,620.0,2.502255288122613,Zhou et al. (2018)
R,SS_FPB_MONO,0.0,100.0,200.0,1850.0,1600.0,32.0,32.0,29.0,UT_C,2.0,14.0,1.539,2.0,8.0,D,H-90,0.0,281.8,,0.503,2.0,P,100.0,8.0,,1.005,OPC,0.38,22.0,Cylinder,20.1,IC,External carbon rod,500.0,2400.0,2.0,5.0,200.0,missing,8.68,500.0,0.304,620.0,2.4765384001174837,Zhou et al. (2018)
R,SS_FPB_MONO,0.0,100.0,200.0,1850.0,1600.0,32.0,32.0,29.0,UT_C,2.0,14.0,1.539,2.0,8.0,D,H-90,0.0,255.15,,0.503,2.0,P,100.0,8.0,,1.005,OPC,0.38,22.0,Cylinder,20.1,IC,External carbon rod,500.0,2400.0,3.0,5.0,200.0,missing,13.02,500.0,0.456,620.0,2.4069451083182885,Zhou et al. (2018)
R,SS_FPB_MONO,0.0,100.0,200.0,1850.0,1600.0,32.0,32.0,29.0,UT_C,2.0,14.0,1.539,2.0,8.0,D,H-90,0.0,236.81,,0.503,2.0,P,100.0,8.0,,1.005,OPC,0.38,22.0,Cylinder,20.1,IC,External carbon rod,500.0,2400.0,4.0,5.0,200.0,missing,16.02,500.0,0.561,620.0,2.303584593327129,Zhou et al. (2018)
R,SS_FPB_MONO,0.0,100.0,200.0,1850.0,1600.0,32.0,32.0,29.0,UT_C,2.0,14.0,1.539,2.0,8.0,D,H-90,0.0,212.19,,0.503,2.0,P,100.0,8.0,,1.005,OPC,0.38,22.0,Cylinder,20.1,IC,External carbon rod,500.0,2400.0,5.0,5.0,200.0,missing,20.03,500.0,0.701,620.0,2.150598735996164,Zhou et al. (2018)
R,SS_FPB_MONO,0.0,100.0,200.0,1850.0,1600.0,32.0,32.0,29.0,UT_C,2.0,14.0,1.539,2.0,8.0,D,H-90,0.0,175.4,,0.503,2.0,P,100.0,8.0,,1.005,OPC,0.38,22.0,Cylinder,20.1,IC,External carbon rod,500.0,2400.0,6.5,5.0,200.0,missing,26.03,500.0,0.911,620.0,2.028148247292285,Zhou et al. (2018)
R,SS_FPB_MONO,0.0,100.0,200.0,1850.0,1600.0,32.0,32.0,29.0,T_C,2.0,14.0,1.539,2.0,8.0,D,H-90,0.0,176.6,,0.503,2.0,P,100.0,8.0,,1.005,OPC,0.38,22.0,Cylinder,20.1,IC,External carbon rod,500.0,2400.0,21.0,5.0,200.0,missing,34.05,500.0,1.192,620.0,1.9726911717329554,Zhou et al. (2018)
R,SS_FPB_MONO,0.0,120.0,250.0,2150.0,1900.0,40.0,40.0,37.0,T_C,2.0,14.0,1.026,2.0,8.0,D,S,0.0,450.0,587.0,0.335,2.0,P,500.0,8.0,450.0,0.168,OPC/UHTCC,0.5,25.0,Cube,35.7,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,750.0,3.535145354171894,Hou et al. (2019)
R,SS_FPB_MONO_SUST,33.0,120.0,250.0,2150.0,1900.0,40.0,40.0,37.0,T_C,2.0,14.0,1.026,2.0,8.0,D,S,0.0,394.66,523.89,0.335,2.0,P,500.0,8.0,450.0,0.168,OPC/UHTCC,0.5,25.0,Cube,35.7,IC,missing,450.0,200.0,31.0,3.5,60.0,missing,6.72,450.0,0.235,750.0,3.537765824444175,Hou et al. (2019)
R,SS_FPB_MONO_SUST,33.0,120.0,250.0,2150.0,1900.0,40.0,40.0,37.0,T_C,2.0,14.0,1.026,2.0,8.0,D,S,0.0,359.17,483.41,0.335,2.0,P,500.0,8.0,450.0,0.168,OPC/UHTCC,0.5,25.0,Cube,35.7,IC,missing,450.0,200.0,62.0,3.5,60.0,1:2,11.03,450.0,0.386,750.0,3.3867603338643857,Hou et al. (2019)
R,SS_FPB_MONO_SUST,33.0,120.0,250.0,2150.0,1900.0,40.0,40.0,37.0,T_C,2.0,14.0,1.026,2.0,8.0,D,S,0.0,340.47,462.09,0.335,2.0,P,500.0,8.0,450.0,0.168,OPC/UHTCC,0.5,25.0,Cube,35.7,IC,missing,450.0,200.0,93.0,3.5,60.0,1:2,13.3,450.0,0.466,750.0,3.1834558796369405,Hou et al. (2019)
R,SS_FPB_MONO,0.0,120.0,250.0,2150.0,1900.0,40.0,40.0,37.0,T_C,2.0,14.0,1.026,2.0,8.0,D,S,0.0,450.0,587.0,0.335,2.0,P,500.0,8.0,450.0,0.168,OPC/UHTCC,0.5,25.0,Cube,35.7,C,Control,0.0,0.0,0.0,0.0,0.0,1:2,0.0,0.0,0.0,750.0,3.597860055726768,Hou et al. (2019)
R,SS_FPB_MONO_SUST,33.0,120.0,250.0,2150.0,1900.0,40.0,40.0,37.0,T_C,2.0,14.0,1.026,2.0,8.0,D,S,0.0,379.26,506.32,0.335,2.0,P,500.0,8.0,450.0,0.168,OPC/UHTCC,0.5,25.0,Cube,35.7,IC,missing,450.0,200.0,62.0,3.5,60.0,missing,8.59,450.0,0.301,750.0,3.3669509429335642,Hou et al. (2019)
R,SS_FPB_MONO,0.0,120.0,250.0,2150.0,1900.0,40.0,40.0,37.0,T_C,2.0,14.0,1.026,2.0,8.0,D,S,0.0,396.31,525.76,0.335,2.0,P,500.0,8.0,450.0,0.168,OPC/UHTCC,0.5,25.0,Cube,35.7,IC,missing,450.0,200.0,31.0,3.5,60.0,1:2,6.52,450.0,0.228,750.0,3.494384096388273,Hou et al. (2019)
R,SS_FPB_MONO_SUST,9.0,120.0,250.0,2150.0,1900.0,40.0,40.0,37.0,T_C,2.0,14.0,1.026,2.0,8.0,D,S,0.0,363.12,487.91,0.335,2.0,P,500.0,8.0,450.0,0.168,OPC/UHTCC,0.5,25.0,Cube,35.7,IC,missing,450.0,200.0,62.0,3.5,60.0,1:2,10.55,450.0,0.369,750.0,3.4461707473048864,Hou et al. (2019)
R,SS_FPB_MONO_SUST,22.0,120.0,250.0,2150.0,1900.0,40.0,40.0,37.0,T_C,2.0,14.0,1.026,2.0,8.0,D,S,0.0,365.01,490.07,0.335,2.0,P,500.0,8.0,450.0,0.168,OPC/UHTCC,0.5,25.0,Cube,35.7,IC,missing,450.0,200.0,62.0,3.5,60.0,1:2,10.32,450.0,0.361,750.0,3.5251833614431467,Hou et al. (2019)
R,SS_FPB_MONO_SUST,33.0,120.0,250.0,2150.0,1900.0,40.0,40.0,37.0,T_C,2.0,14.0,1.026,2.0,8.0,D,S,0.0,354.64,478.24,0.335,2.0,P,500.0,8.0,450.0,0.168,OPC/UHTCC,0.5,25.0,Cube,35.7,IC,missing,450.0,200.0,62.0,3.5,60.0,1:2,11.58,450.0,0.405,750.0,3.4490347110763153,Hou et al. (2019)
R,SS_FPB_MONO_SUST,33.0,120.0,250.0,2150.0,1900.0,40.0,40.0,37.0,T_C,2.0,14.0,1.026,2.0,8.0,D,S,0.0,315.6,433.72,0.335,2.0,P,500.0,8.0,450.0,0.168,OPC/UHTCC,0.5,25.0,Cube,35.7,IC,missing,450.0,200.0,93.0,3.5,60.0,1:2,16.32,450.0,0.571,750.0,3.080532875246456,Hou et al. (2019)
R,SS_FPB_MONO_SUST,42.0,120.0,250.0,2150.0,1900.0,40.0,40.0,37.0,T_C,2.0,14.0,1.026,2.0,8.0,D,S,0.0,354.47,478.05,0.335,2.0,P,500.0,8.0,450.0,0.168,OPC/UHTCC,0.5,25.0,Cube,35.7,IC,missing,450.0,200.0,62.0,3.5,60.0,1:2,11.6,450.0,0.406,750.0,3.1654750481410856,Hou et al. (2019)
R,SS_FPB_MONO,0.0,100.0,200.0,1500.0,1200.0,26.0,26.0,24.0,T_C,2.0,12.0,1.131,2.0,8.0,D,H-90,0.0,555.0,656.0,0.503,2.0,P,100.0,8.0,,1.005,OPC,0.56,20.0,Cube,45.8,C,Control,0.0,0.0,0.0,0.0,0.0,1:2,0.0,0.0,0.0,400.0,2.9967317738870745,Hu et al. 2019)
R,SS_FPB_MONO,0.0,100.0,200.0,1500.0,1200.0,26.0,26.0,24.0,T_C,2.0,12.0,1.131,2.0,8.0,D,H-90,0.0,517.42,617.16,0.503,2.0,P,100.0,8.0,,1.005,OPC,0.56,20.0,Cube,45.8,IC,missing,1380.0,400.0,11.7,5.0,100.0,missing,3.7,400.0,0.111,400.0,2.9601050959108397,Hu et al. 2019)
R,SS_FPB_MONO,0.0,100.0,200.0,1500.0,1200.0,26.0,26.0,24.0,T_C,2.0,12.0,1.131,2.0,8.0,D,H-90,0.0,440.72,570.98,0.503,2.0,P,100.0,8.0,,1.005,OPC,0.56,20.0,Cube,45.8,IC,missing,1380.0,400.0,23.3,5.0,100.0,missing,8.1,400.0,0.243,400.0,2.913437030827161,Hu et al. 2019)
R,SS_FPB_MONO,0.0,100.0,200.0,1500.0,1200.0,26.0,26.0,24.0,T_C,2.0,12.0,1.131,2.0,8.0,D,H-90,0.0,334.26,517.45,0.503,2.0,P,100.0,8.0,,1.005,OPC,0.56,20.0,Cube,45.8,IC,missing,1380.0,400.0,35.0,5.0,100.0,missing,13.2,400.0,0.396,400.0,2.8553201198372458,Hu et al. 2019)
R,SS_FPB_MONO,0.0,150.0,250.0,2200.0,1800.0,30.0,30.0,30.0,T_C,2.0,13.0,0.708,2.0,10.0,D,H-180,0.0,460.0,495.0,0.419,2.0,D,100.0,10.0,460.0,1.047,OPC,0.57,,Cylinder,24.4,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,600.0,3.1978564576441255,Jung et al. (2019)
R,SS_FPB_MONO,0.0,150.0,250.0,2200.0,1800.0,30.0,30.0,30.0,T_C,2.0,13.0,0.708,2.0,10.0,D,H_180,0.0,,,0.419,2.0,D,100.0,10.0,,1.047,OPC,0.57,,Cylinder,24.4,IC,External stainless steel plate,2200.0,,,5.0,230.0,missing,,,0.0,600.0,3.1642084235258925,Jung et al. (2019)
R,SS_FPB_MONO,0.0,150.0,250.0,2200.0,1800.0,30.0,30.0,30.0,T_C,2.0,13.0,0.708,2.0,10.0,D,H-180,0.0,,,0.419,2.0,D,100.0,10.0,,1.047,OPC,0.57,,Cylinder,24.4,IC,External stainless steel plate,2200.0,,,5.0,230.0,missing,,,0.0,600.0,3.1450139762697455,Jung et al. (2019)
R,SS_FPB_MONO,0.0,150.0,250.0,2200.0,1800.0,30.0,30.0,30.0,T_C,2.0,13.0,0.708,2.0,10.0,D,H-180,0.0,,,0.419,2.0,D,100.0,10.0,,1.047,OPC,0.57,,Cylinder,24.4,IC,External stainless steel plate,2200.0,,,5.0,230.0,missing,,,0.0,600.0,3.1867657709499673,Jung et al. (2019)
R,SS_FPB_MONO,0.0,150.0,250.0,2200.0,1800.0,30.0,30.0,30.0,T_C,2.0,13.0,0.708,2.0,10.0,D,H_180,0.0,,,0.419,2.0,D,100.0,10.0,,1.047,OPC,0.57,,Cylinder,24.4,IC,External stainless steel plate,2200.0,,,5.0,230.0,missing,,,0.0,600.0,3.1578511230304263,Jung et al. (2019)
R,SS_FPB_MONO,0.0,150.0,250.0,2200.0,1800.0,30.0,30.0,30.0,T_C,2.0,13.0,0.708,2.0,10.0,D,H-180,0.0,,,0.419,2.0,D,100.0,10.0,,1.047,OPC,0.57,,Cylinder,24.4,IC,External stainless steel plate,2200.0,,,5.0,230.0,missing,,,0.0,600.0,3.0726933146901194,Jung et al. (2019)
R,SS_FPB_MONO,0.0,150.0,250.0,2200.0,1800.0,30.0,30.0,30.0,T_C,2.0,13.0,0.708,2.0,10.0,D,H-180,0.0,,,0.419,2.0,D,100.0,10.0,,1.047,OPC,0.57,,Cylinder,24.4,IC,External stainless steel plate,2200.0,,,5.0,230.0,missing,,,0.0,600.0,3.1041381473977774,Jung et al. (2019)
R,SS_FPB_MONO,0.0,150.0,250.0,2200.0,1800.0,30.0,30.0,30.0,T_C,2.0,13.0,0.708,2.0,10.0,D,H-180,0.0,,,0.419,2.0,D,100.0,10.0,,1.047,OPC,0.57,,Cylinder,24.4,IC,External stainless steel plate,2200.0,,,5.0,230.0,missing,,,0.0,600.0,3.1424266527047946,Jung et al. (2019)
R,SS_FPB_MONO,0.0,125.0,250.0,2440.0,2232.0,31.8,51.8,51.8,T_C,2.0,11.0,0.608,2.0,11.0,D,H-90,0.0,505.6,660.0,0.608,2.0,W,100.0,6.3,530.0,0.499,OPC,0.49,,Cylinder,35.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,741.0,3.109953417644014,Njeem et al. (2019)
R,SS_FPB_MONO,0.0,125.0,250.0,2440.0,2232.0,31.8,51.8,51.8,T_C,2.0,11.0,0.608,2.0,11.0,D,H-90,0.0,284.15,379.5,0.608,2.0,W,100.0,6.3,530.0,0.499,OPC,0.49,,Cylinder,47.0,IC,External stainless steel plates,750.0,,,3.0,110.0,missing,30.0,375.0,0.825,741.0,2.9601050959108397,Njeem et al. (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,30.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,460.0,496.8,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,44.8,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,250.0,1.9726911717329554,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,30.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,448.21,485.67,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,44.8,IC,Protected compression bars,910.0,1000.0,10.0,3.5,75.0,missing,1.4,750.0,0.028,250.0,1.922787731634459,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,30.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,440.64,478.52,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,44.8,IC,Protected compression bars,910.0,1000.0,10.0,3.5,75.0,missing,2.3,750.0,0.046,250.0,1.7029282555214393,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,30.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,388.45,429.24,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,44.8,IC,Protected compression bars,910.0,1000.0,24.0,3.5,75.0,missing,8.5,750.0,0.17,250.0,1.6486586255873816,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,30.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,375.82,417.31,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,44.8,IC,Protected compression bars,910.0,1000.0,24.0,3.5,75.0,missing,10.0,750.0,0.2,250.0,1.4883995840570443,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,30.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,329.52,373.59,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,44.8,IC,Protected compression bars,910.0,1000.0,31.0,3.5,75.0,missing,15.5,750.0,0.31,250.0,0.8878912573524571,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,30.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,304.27,349.75,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,44.8,IC,Protected compression bars,910.0,1000.0,31.0,3.5,75.0,missing,18.5,750.0,0.37,250.0,0.9555114450274363,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,40.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,460.0,496.8,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,42.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,250.0,1.937301774518713,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,40.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,453.27,490.44,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,42.0,IC,Protected compression bars,910.0,1000.0,10.0,3.5,75.0,missing,0.8,750.0,0.016,250.0,1.965712776351493,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,40.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,452.42,489.65,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,42.0,IC,Protected compression bars,910.0,1000.0,10.0,3.5,75.0,missing,0.9,750.0,0.018,250.0,1.8764069432883397,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,40.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,448.21,485.67,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,42.0,IC,Protected compression bars,910.0,1000.0,10.0,3.5,75.0,missing,1.4,750.0,0.028,250.0,1.7316555451583497,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,40.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,421.28,460.24,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,42.0,IC,Protected compression bars,910.0,1000.0,14.0,3.5,75.0,missing,4.6,750.0,0.092,250.0,1.7209792871670078,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,40.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,388.45,429.24,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,42.0,IC,Protected compression bars,910.0,1000.0,24.0,3.5,75.0,missing,8.5,750.0,0.17,250.0,1.4770487243883548,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,40.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,379.19,420.49,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,42.0,IC,Protected compression bars,910.0,1000.0,24.0,3.5,75.0,missing,9.6,750.0,0.192,250.0,1.4586150226995167,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,40.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,333.73,377.57,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,42.0,IC,Protected compression bars,910.0,1000.0,31.0,3.5,75.0,missing,15.0,750.0,0.3,250.0,1.1184149159642893,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,40.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,310.16,355.31,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,42.0,IC,Protected compression bars,910.0,1000.0,31.0,3.5,75.0,missing,17.8,750.0,0.356,250.0,0.959350221334602,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,60.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,460.0,496.8,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,41.8,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,250.0,1.6448050562713916,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,60.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,395.18,435.59,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,41.8,IC,Protected compression bars,910.0,1000.0,24.0,3.5,75.0,missing,7.7,750.0,0.154,250.0,1.4445632692438664,O'Flaherty and Browne (2019)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,750.0,24.0,60.0,23.0,T_C,2.0,8.0,0.67,2.0,6.0,D,H-90,0.0,415.38,454.67,0.377,2.0,P,85.0,6.0,250.0,0.665,OPC,0.44,20.0,Cylinder,41.8,IC,Protected compression bars,910.0,1000.0,14.0,3.5,75.0,missing,5.3,750.0,0.106,250.0,1.423108334242607,O'Flaherty and Browne (2019)
