Cross-section,Test Type and Configuration,Sustained Loading (% Ultimate),Width (mm),Depth (mm),Length (mm),Test Length (mm),Side Cover to Ctr of Tension Bar (mm),Bottom Cover to Ctr of Tension Bar (mm),Top Cover to Ctr of Compression Bar (mm),Reinforcement Design ,# Tensile Bars,"Diameter Tensile Bars, db,t (mm)","Tension Reinforcement Ratio, pten (%)",# Compression Bars,"Diameter Comp Bars, db,c (mm)",Longitudinal Bar Type,Tension Bar End Anchorage,Lsplice (mm),"fy Longitudinal Bars (Tensile), (MPa) ","fsu Long Bars, (MPa)","Comp Reinforcement Ratio, pcom (%)",# Stirrup Legs,Stirrup Bar Type,"Stirrup Spacing, s (mm) ","Stirrup Diameter, ds (mm)","fy,s Stirrup Bars",stirrup_volumetric_ratio,Cement Type,W/C Ratio,Max Aggregate Size (mm),Comp. Test Method,f'c (MPa) ,Corrosion Method,Cathode Type,"Corrosion Zone Length, Lc (mm)",corrosion_current_density,"Duration, (days)",Solution Concetration (% NaCl),Immersion Depth (mm),Wet/Dry Cyclic Ratio (days),mass_loss_tensile_bars,"Average Sample Length, (mm)","Corrosion Penetration Depth, Xaver (mm)","Shear Span, x (mm)",log_mmax_exp,source_group
S,SS_FPB_MONO,0.0,150.0,150.0,1000.0,900.0,75.0,35.0,15.0,T_C,1.0,12.0,0.503,2.0,10.0,D,S,0.0,450.0,650.0,0.698,2.0,P,50.0,6.0,275.0,0.754,OPC,0.45,,Cube,40.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,300.0,1.9530276168241774,Al-Sulaimani et al. (1990)
S,SS_FPB_MONO,0.0,150.0,150.0,1000.0,900.0,75.0,35.0,15.0,T_C,1.0,12.0,0.503,2.0,10.0,D,S,0.0,450.0,650.0,0.698,2.0,P,50.0,6.0,275.0,0.754,OPC,0.45,,Cube,40.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,300.0,1.9572739077056285,Al-Sulaimani et al. (1990)
S,SS_FPB_MONO,0.0,150.0,150.0,1000.0,900.0,75.0,35.0,15.0,T_C,1.0,12.0,0.503,2.0,10.0,D,S,0.0,450.0,650.0,0.698,2.0,P,50.0,6.0,275.0,0.754,OPC,0.45,,Cube,40.0,IC,Control,0.0,0.0,0.0,3.5,0.0,missing,0.0,0.0,0.0,300.0,1.9530276168241774,Al-Sulaimani et al. (1990)
S,SS_FPB_MONO,0.0,150.0,150.0,1000.0,900.0,75.0,35.0,15.0,T_C,1.0,12.0,0.503,2.0,10.0,D,S,0.0,444.07,642.51,0.698,2.0,P,50.0,6.0,275.0,0.754,OPC,0.45,,Cube,40.0,IC,External stainless steel plate,1000.0,2000.0,0.5,3.5,150.0,missing,0.72,1000.0,0.022,300.0,1.9600947840472698,Al-Sulaimani et al. (1990)
S,SS_FPB_MONO,0.0,150.0,150.0,1000.0,900.0,75.0,35.0,15.0,T_C,1.0,12.0,0.503,2.0,10.0,D,S,0.0,437.65,634.4,0.698,2.0,P,50.0,6.0,275.0,0.754,OPC,0.45,,Cube,40.0,IC,External stainless steel plate,1000.0,2000.0,0.8,3.5,150.0,missing,1.5,1000.0,0.045,300.0,1.9487632180377197,Al-Sulaimani et al. (1990)
S,SS_FPB_MONO,0.0,150.0,150.0,1000.0,900.0,75.0,35.0,15.0,T_C,1.0,12.0,0.503,2.0,10.0,D,S,0.0,435.59,631.8,0.698,2.0,P,50.0,6.0,275.0,0.754,OPC,0.45,,Cube,40.0,IC,External stainless steel plate,1000.0,2000.0,0.8,3.5,150.0,missing,1.75,1000.0,0.053,300.0,1.9344157696295783,Al-Sulaimani et al. (1990)
S,SS_FPB_MONO,0.0,150.0,150.0,1000.0,900.0,75.0,35.0,15.0,T_C,1.0,12.0,0.503,2.0,10.0,D,S,0.0,434.68,630.66,0.698,2.0,P,50.0,6.0,275.0,0.754,OPC,0.45,,Cube,40.0,IC,External stainless steel plate,1000.0,2000.0,1.0,3.5,150.0,missing,1.86,1000.0,0.056,300.0,1.9387416595767009,Al-Sulaimani et al. (1990)
S,SS_FPB_MONO,0.0,150.0,150.0,1000.0,900.0,75.0,35.0,15.0,T_C,1.0,12.0,0.503,2.0,10.0,D,S,0.0,433.86,629.62,0.698,2.0,P,50.0,6.0,275.0,0.754,OPC,0.45,,Cube,40.0,IC,External stainless steel plate,1000.0,2000.0,1.0,3.5,150.0,missing,1.96,1000.0,0.059,300.0,1.922787731634459,Al-Sulaimani et al. (1990)
S,SS_FPB_MONO,0.0,150.0,150.0,1000.0,900.0,75.0,35.0,15.0,T_C,1.0,12.0,0.503,2.0,10.0,D,S,0.0,427.35,621.4,0.698,2.0,P,50.0,6.0,275.0,0.754,OPC,0.45,,Cube,40.0,IC,External stainless steel plate,1000.0,2000.0,1.8,3.5,150.0,missing,2.75,1000.0,0.083,300.0,1.8870696490323797,Al-Sulaimani et al. (1990)
S,SS_FPB_MONO,0.0,150.0,150.0,1000.0,900.0,75.0,35.0,15.0,T_C,1.0,12.0,0.503,2.0,10.0,D,S,0.0,419.12,611.0,0.698,2.0,P,50.0,6.0,275.0,0.754,OPC,0.45,,Cube,40.0,IC,External stainless steel plate,1000.0,2000.0,2.3,3.5,150.0,missing,3.75,1000.0,0.113,300.0,1.843719208158766,Al-Sulaimani et al. (1990)
S,SS_FPB_MONO,0.0,150.0,150.0,1000.0,900.0,75.0,35.0,15.0,T_C,1.0,12.0,0.503,2.0,10.0,D,S,0.0,417.97,609.54,0.698,2.0,P,50.0,6.0,275.0,0.754,OPC,0.45,,Cube,40.0,IC,External stainless steel plate,1000.0,2000.0,2.3,3.5,150.0,missing,3.89,1000.0,0.117,300.0,1.8531680973566984,Al-Sulaimani et al. (1990)
S,SS_FPB_MONO,0.0,150.0,150.0,1000.0,900.0,75.0,35.0,15.0,T_C,1.0,12.0,0.503,2.0,10.0,D,S,0.0,416.24,607.36,0.698,2.0,P,50.0,6.0,275.0,0.754,OPC,0.45,,Cube,40.0,IC,External stainless steel plate,1000.0,2000.0,2.0,3.5,150.0,missing,4.1,1000.0,0.123,300.0,1.8453002361560848,Al-Sulaimani et al. (1990)
R,SS_FPB_MONO,0.0,150.0,200.0,2300.0,2000.0,31.0,31.0,25.0,T_C,2.0,10.0,0.524,2.0,8.0,D,S,0.0,575.0,655.0,0.335,2.0,P,170.0,6.0,626.0,0.222,PCT2,0.5,12.0,Cube,50.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,800.0,2.714694743820879,Rodriguez et al. (1997)
R,SS_FPB_MONO,0.0,150.0,200.0,2300.0,2000.0,31.0,31.0,25.0,T_C,2.0,10.0,0.524,2.0,8.0,D,S,0.0,575.0,655.0,0.335,2.0,P,170.0,6.0,626.0,0.222,PCT2,0.5,12.0,Cube,50.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,800.0,2.7536607123542622,Rodriguez et al. (1997)
R,SS_FPB_MONO,0.0,150.0,200.0,2300.0,2000.0,31.0,31.0,25.0,T_C,2.0,10.0,0.524,2.0,8.0,D,S,0.0,378.86,459.66,0.335,2.0,P,170.0,6.0,626.0,0.222,PCT2,0.5,12.0,Cube,34.0,IC,External stainless steel bars,2300.0,100.0,101.0,3.0,200.0,missing,18.64,400.0,0.466,800.0,2.312535423847214,Rodriguez et al. (1997)
R,SS_FPB_MONO,0.0,150.0,200.0,2300.0,2000.0,31.0,31.0,25.0,T_C,2.0,10.0,0.524,2.0,8.0,D,S,0.0,394.12,474.85,0.335,2.0,P,170.0,6.0,626.0,0.222,PCT2,0.5,12.0,Cube,34.0,IC,External stainless steel bars,2300.0,100.0,117.0,3.0,200.0,missing,17.19,400.0,0.43,800.0,2.3513752571634776,Rodriguez et al. (1997)
R,SS_FPB_MONO,0.0,150.0,200.0,2300.0,2000.0,31.0,31.0,25.0,T_C,2.0,10.0,0.524,2.0,8.0,D,S,0.0,428.93,509.52,0.335,2.0,P,170.0,6.0,626.0,0.222,PCT2,0.5,12.0,Cube,34.0,IC,External stainless steel bars,2300.0,100.0,160.0,3.0,200.0,missing,13.88,400.0,0.347,800.0,2.451005098112319,Rodriguez et al. (1997)
R,SS_FPB_MONO,0.0,150.0,200.0,2300.0,2000.0,31.0,31.0,25.0,T_C,2.0,10.0,0.524,2.0,8.0,D,S,0.0,297.38,378.5,0.335,2.0,P,170.0,6.0,626.0,0.222,PCT2,0.5,12.0,Cube,34.0,IC,External stainless steel bars,2300.0,100.0,190.0,3.0,200.0,missing,26.38,400.0,0.66,800.0,2.151762203259462,Rodriguez et al. (1997)
R,SS_FPB_MONO,0.0,150.0,200.0,2300.0,2000.0,32.0,32.0,25.0,T_C,4.0,12.0,1.508,2.0,8.0,D,S,0.0,585.0,673.0,0.335,2.0,P,170.0,6.0,626.0,0.222,PCT2,0.5,12.0,Cube,48.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,800.0,3.586292865338835,Rodriguez et al. (1997)
R,SS_FPB_MONO,0.0,150.0,200.0,2300.0,2000.0,32.0,32.0,25.0,T_C,4.0,12.0,1.508,2.0,8.0,D,S,0.0,585.0,673.0,0.335,2.0,P,170.0,6.0,626.0,0.222,PCT2,0.5,12.0,Cube,48.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,800.0,3.6454498961866,Rodriguez et al. (1997)
R,SS_FPB_MONO,0.0,150.0,200.0,2300.0,2000.0,32.0,32.0,25.0,T_C,4.0,12.0,1.508,2.0,8.0,D,S,0.0,473.85,561.2,0.335,2.0,P,170.0,6.0,626.0,0.222,PCT2,0.5,12.0,Cube,35.0,IC,External stainless steel bars,2300.0,100.0,175.0,3.0,200.0,missing,10.38,400.0,0.311,800.0,3.367295829986474,Rodriguez et al. (1997)
R,SS_FPB_MONO,0.0,150.0,200.0,2300.0,2000.0,32.0,32.0,25.0,T_C,4.0,12.0,1.508,4.0,8.0,D,S,0.0,585.0,673.0,0.67,2.0,P,85.0,6.0,626.0,0.444,PCT2,0.5,12.0,Cube,49.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,800.0,3.6402142821326553,Rodriguez et al. (1997)
R,SS_FPB_MONO,0.0,150.0,200.0,2300.0,2000.0,32.0,32.0,25.0,T_C,4.0,12.0,1.508,4.0,8.0,D,S,0.0,585.0,673.0,0.67,2.0,P,85.0,6.0,626.0,0.444,PCT2,0.5,12.0,Cube,49.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,800.0,3.6584202466292277,Rodriguez et al. (1997)
R,SS_FPB_MONO,0.0,150.0,200.0,2300.0,2000.0,32.0,32.0,25.0,T_C,4.0,12.0,1.508,4.0,8.0,D,S,0.0,480.62,568.01,0.67,2.0,P,85.0,6.0,626.0,0.444,PCT2,0.5,12.0,Cube,37.0,IC,External stainless steel bars,2300.0,100.0,111.0,3.0,200.0,missing,9.75,400.0,0.293,800.0,3.339321977944068,Rodriguez et al. (1997)
R,SS_FPB_MONO,0.0,150.0,200.0,2300.0,2000.0,32.0,32.0,25.0,T_C,4.0,12.0,1.508,4.0,8.0,D,S,0.0,420.56,507.6,0.67,2.0,P,85.0,6.0,626.0,0.444,PCT2,0.5,12.0,Cube,37.0,IC,External stainless steel bars,2300.0,100.0,128.0,3.0,200.0,missing,15.36,400.0,0.461,800.0,3.349904087274605,Rodriguez et al. (1997)
R,SS_FPB_MONO,0.0,150.0,200.0,2300.0,2000.0,32.0,32.0,25.0,T_C,4.0,12.0,1.508,4.0,8.0,D,S,0.0,440.37,527.52,0.67,2.0,P,85.0,6.0,626.0,0.444,PCT2,0.5,12.0,Cube,37.0,IC,External stainless steel bars,2300.0,100.0,190.0,3.0,200.0,missing,13.51,400.0,0.405,800.0,3.3141860046725258,Rodriguez et al. (1997)
R,SS_FPB_MONO,0.0,200.0,250.0,2400.0,2000.0,30.0,30.0,30.0,T_C,3.0,13.0,0.796,3.0,13.0,D,H-90,0.0,343.0,477.0,0.796,2.0,D,100.0,6.0,226.0,0.283,OPC,0.65,,Cylinder,39.2,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,750.0,3.5145260669691587,Lee et al. (1999)
R,SS_FPB_MONO,0.0,200.0,250.0,2400.0,2000.0,30.0,30.0,30.0,T_C,3.0,13.0,0.796,3.0,13.0,D,H-90,0.0,319.15,448.0,0.796,2.0,D,100.0,6.0,226.0,0.283,OPC,0.65,,Cylinder,39.2,IC,External copper plate,2400.0,1000.0,5.0,3.5,100.0,missing,3.8,500.0,0.124,750.0,3.4654233539614268,Lee et al. (1999)
R,SS_FPB_MONO,0.0,200.0,250.0,2400.0,2000.0,30.0,30.0,30.0,T_C,3.0,13.0,0.796,3.0,13.0,D,H-90,0.0,293.41,416.71,0.796,2.0,D,100.0,6.0,226.0,0.283,OPC,0.65,,Cylinder,39.2,IC,External copper plate,2400.0,1000.0,10.0,3.5,100.0,missing,7.9,500.0,0.257,750.0,3.388787361585474,Lee et al. (1999)
R,SS_FPB_MONO,0.0,200.0,250.0,2400.0,2000.0,30.0,30.0,30.0,T_C,3.0,13.0,0.796,3.0,13.0,D,H-90,0.0,184.19,283.91,0.796,2.0,D,100.0,6.0,226.0,0.283,OPC,0.65,,Cylinder,39.2,IC,External copper plate,2400.0,1000.0,25.0,3.5,100.0,missing,25.3,500.0,0.822,750.0,3.232778730037192,Lee et al. (1999)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,25.0,T_C,2.0,10.0,1.047,2.0,6.0,D,H-90,0.0,520.0,598.0,0.377,2.0,D,70.0,6.0,370.0,0.808,OPC,0.53,10.0,Cube,40.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,290.0,2.3045830956567186,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,25.0,T_C,2.0,10.0,1.047,2.0,6.0,D,H-90,0.0,520.0,598.0,0.377,2.0,D,70.0,6.0,370.0,0.808,OPC,0.53,10.0,Cube,40.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,290.0,2.3045830956567186,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,520.0,598.0,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,290.0,2.248128907197987,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,520.0,598.0,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,290.0,2.248128907197987,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,520.0,598.0,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,290.0,2.248128907197987,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,8.0,0.67,0.0,0.0,D,H-90,0.0,520.0,598.0,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,290.0,1.9401794743463283,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,8.0,0.67,0.0,0.0,D,H-90,0.0,520.0,598.0,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,290.0,1.9401794743463283,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,25.0,T_C,2.0,10.0,1.047,2.0,6.0,D,H-90,0.0,496.21,574.08,0.377,2.0,D,70.0,6.0,370.0,0.808,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,1.3,3.5,50.0,missing,2.5,860.0,0.063,290.0,2.244955980157409,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,25.0,T_C,2.0,10.0,1.047,2.0,6.0,D,H-90,0.0,496.21,574.08,0.377,2.0,D,70.0,6.0,370.0,0.808,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,1.3,3.5,50.0,missing,2.5,860.0,0.063,290.0,2.244955980157409,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,25.0,T_C,2.0,10.0,1.047,2.0,6.0,D,H-90,0.0,472.42,550.16,0.377,2.0,D,70.0,6.0,370.0,0.808,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,2.7,3.5,50.0,missing,5.0,860.0,0.125,290.0,2.21046980408624,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,25.0,T_C,2.0,10.0,1.047,2.0,6.0,D,H-90,0.0,472.42,550.16,0.377,2.0,D,70.0,6.0,370.0,0.808,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,2.7,3.5,50.0,missing,5.0,860.0,0.125,290.0,2.21046980408624,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,25.0,T_C,2.0,10.0,1.047,2.0,6.0,D,H-90,0.0,448.63,526.24,0.377,2.0,D,70.0,6.0,370.0,0.808,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,4.0,3.5,50.0,missing,7.5,860.0,0.188,290.0,2.122261538862764,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,25.0,T_C,2.0,10.0,1.047,2.0,6.0,D,H-90,0.0,448.63,526.24,0.377,2.0,D,70.0,6.0,370.0,0.808,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,4.0,3.5,50.0,missing,7.5,860.0,0.188,290.0,2.122261538862764,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,25.0,T_C,2.0,10.0,1.047,2.0,6.0,D,H-90,0.0,424.84,502.32,0.377,2.0,D,70.0,6.0,370.0,0.808,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,5.3,3.5,50.0,missing,10.0,860.0,0.25,290.0,1.8779371654691073,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,25.0,T_C,2.0,10.0,1.047,2.0,6.0,D,H-90,0.0,424.84,502.32,0.377,2.0,D,70.0,6.0,370.0,0.808,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,5.3,3.5,50.0,missing,10.0,860.0,0.25,290.0,1.8779371654691073,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,496.21,574.08,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,1.3,3.5,50.0,missing,2.5,860.0,0.063,290.0,2.122261538862764,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,496.21,574.08,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,1.3,3.5,50.0,missing,2.5,860.0,0.063,290.0,2.122261538862764,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,472.42,550.16,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,2.7,3.5,50.0,missing,5.0,860.0,0.125,290.0,1.9154509415706047,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,472.42,550.16,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,2.7,3.5,50.0,missing,5.0,860.0,0.125,290.0,1.9154509415706047,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,448.63,526.24,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,4.0,3.5,50.0,missing,7.5,860.0,0.188,290.0,1.5602476682433286,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,448.63,526.24,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,4.0,3.5,50.0,missing,7.5,860.0,0.188,290.0,1.5602476682433286,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,424.84,502.32,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,5.3,3.5,50.0,missing,10.0,860.0,0.25,290.0,0.883767540168595,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,424.84,502.32,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,5.3,3.5,50.0,missing,10.0,860.0,0.25,290.0,0.883767540168595,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,508.11,586.04,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,0.7,3.5,50.0,missing,1.25,860.0,0.031,290.0,2.191653532286764,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,508.11,586.04,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,0.7,3.5,50.0,missing,1.25,860.0,0.031,290.0,2.191653532286764,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,508.11,586.04,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,0.7,3.5,50.0,missing,1.25,860.0,0.031,290.0,2.191653532286764,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,496.21,574.08,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,1.3,3.5,50.0,missing,2.5,860.0,0.063,290.0,2.1150499691472033,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,496.21,574.08,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,1.3,3.5,50.0,missing,2.5,860.0,0.063,290.0,2.1150499691472033,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,496.21,574.08,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,1.3,3.5,50.0,missing,2.5,860.0,0.063,290.0,2.1150499691472033,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,484.32,562.12,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,2.0,3.5,50.0,missing,3.75,860.0,0.094,290.0,2.018895041811802,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,484.32,562.12,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,2.0,3.5,50.0,missing,3.75,860.0,0.094,290.0,2.018895041811802,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,484.32,562.12,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,2.0,3.5,50.0,missing,3.75,860.0,0.094,290.0,2.018895041811802,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,472.42,550.16,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,2.7,3.5,50.0,missing,5.0,860.0,0.125,290.0,1.891604804197771,Mangat and Elgarf (1999a)
R,SS_FPB_MONO,0.0,100.0,150.0,910.0,860.0,25.0,25.0,0.0,ST,2.0,10.0,1.047,0.0,0.0,D,H-90,0.0,472.42,550.16,0.0,0.0,missing,0.0,0.0,0.0,0.0,OPC,0.53,10.0,Cube,40.0,IC,External galvanised steel tray,910.0,3000.0,2.7,3.5,50.0,missing,5.0,860.0,0.125,290.0,1.891604804197771,Mangat and Elgarf (1999a)
