module,descriptor,model,metric_type,group,group_n,feature_mean_smd,feature_max_smd,n_features_used,target_shift_smd,target_variance_ratio,class_majority_share,class_entropy,random_group_loss,grouped_group_loss,paired_loss_gap
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,141.3|212.0|0.0|203.5|0.0|971.8|748.5,4,,,0,0.878795,0.958812,,,0.041507,0.056201,0.014694
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,166.8|250.2|0.0|203.5|0.0|975.6|692.6,4,,,0,0.647621,1.001377,,,0.060900,0.047810,-0.013090
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,122.6|183.9|0.0|203.5|0.0|958.2|800.1,4,,,0,1.083391,0.651612,,,0.049471,0.031825,-0.017647
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,183.9|122.6|0.0|203.5|0.0|959.2|800.0,4,,,0,1.066673,0.564121,,,0.111077,0.102226,-0.008851
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,102.0|153.0|0.0|192.0|0.0|887.0|942.0,4,,,0,1.326467,0.324746,,,0.088134,0.092865,0.004731
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,200.0|133.0|0.0|192.0|0.0|965.4|806.2,4,,,0,0.615966,0.725186,,,0.066907,0.068662,0.001755
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,108.3|162.4|0.0|203.5|0.0|938.2|849.0,4,,,0,1.252799,0.536227,,,0.065467,0.091479,0.026012
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,305.3|203.5|0.0|203.5|0.0|965.4|631.0,4,,,0,0.078986,1.159445,,,0.138406,0.131166,-0.007240
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,116.0|173.0|0.0|192.0|0.0|909.8|891.9,4,,,0,1.104656,0.463448,,,0.037701,0.040770,0.003069
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,133.0|200.0|0.0|192.0|0.0|927.4|839.2,4,,,0,0.875263,0.649303,,,0.055649,0.046372,-0.009277
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,173.0|116.0|0.0|192.0|0.0|946.8|856.8,4,,,0,1.029901,0.481492,,,0.097418,0.089369,-0.008050
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,192.0|288.0|0.0|192.0|0.0|929.8|716.1,4,,,0,0.284669,1.051575,,,0.124764,0.121616,-0.003148
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,153.0|102.0|0.0|192.0|0.0|888.0|943.1,4,,,0,1.289416,0.340014,,,0.070977,0.066437,-0.004540
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,288.0|192.0|0.0|192.0|0.0|932.0|717.8,4,,,0,0.214937,0.851360,,,0.080436,0.040565,-0.039871
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,236.0|157.0|0.0|192.0|0.0|972.6|749.1,4,,,0,0.430015,0.810711,,,0.072086,0.083553,0.011467
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,212.0|141.3|0.0|203.5|0.0|973.4|750.0,4,,,0,0.732061,0.840231,,,0.081300,0.092968,0.011668
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,310.0|0.0|0.0|192.0|0.0|1012.0|830.0,5,,,0,0.573881,0.479838,,,0.032598,0.023459,-0.009139
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,331.0|0.0|0.0|192.0|0.0|1025.0|821.0,5,,,0,0.460824,0.483540,,,0.011323,0.014025,0.002702
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,349.0|0.0|0.0|192.0|0.0|1056.0|809.0,5,,,0,0.470197,0.773947,,,0.088074,0.084591,-0.003483
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,238.0|0.0|0.0|186.0|0.0|1119.0|789.0,2,,,0,1.260804,0.054029,,,0.015977,0.010502,-0.005475
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,296.0|0.0|0.0|186.0|0.0|1090.0|769.0,2,,,0,0.825985,0.070334,,,0.069992,0.054620,-0.015372
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,297.0|0.0|0.0|186.0|0.0|1040.0|734.0,1,,,0,0.291224,,,,0.306104,0.325125,0.019021
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,480.0|0.0|0.0|192.0|0.0|936.0|721.0,3,,,0,0.302330,0.823829,,,0.080626,0.056152,-0.024474
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,397.0|0.0|0.0|186.0|0.0|1040.0|734.0,1,,,0,0.066952,,,,0.028594,0.020386,-0.008208
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,281.0|0.0|0.0|186.0|0.0|1104.0|774.0,2,,,0,1.040603,0.112862,,,0.013890,0.031171,0.017281
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,281.0|0.0|0.0|185.0|0.0|1104.0|774.0,1,,,0,0.801841,,,,0.013377,0.014464,0.001087
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,500.0|0.0|0.0|200.0|0.0|1125.0|613.0,8,,,0,0.149457,0.712497,,,0.134088,0.180988,0.046901
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,540.0|0.0|0.0|173.0|0.0|1125.0|613.0,7,,,0,1.601829,0.504940,,,0.157005,0.255989,0.098984
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,350.0|0.0|0.0|203.0|0.0|974.0|775.0,6,,,0,0.530450,0.113789,,,0.052604,0.076367,0.023763
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,385.0|0.0|0.0|186.0|0.0|966.0|763.0,5,,,0,0.909814,0.373126,,,0.128899,0.186324,0.057425
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,331.0|0.0|0.0|192.0|0.0|978.0|825.0,6,,,0,0.363288,0.515889,,,0.034523,0.029567,-0.004956
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,349.0|0.0|0.0|192.0|0.0|1047.0|806.0,6,,,0,0.264970,0.515087,,,0.034667,0.027925,-0.006742
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,382.0|0.0|0.0|186.0|0.0|1047.0|739.0,2,,,0,0.306187,0.322391,,,0.042509,0.032178,-0.010331
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,382.0|0.0|0.0|186.0|0.0|1111.0|784.0,1,,,0,1.459116,,,,0.342734,0.237337,-0.105398
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,339.0|0.0|0.0|185.0|0.0|1069.0|754.0,2,,,0,0.558849,0.204121,,,0.013147,0.022714,0.009567
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,295.0|0.0|0.0|185.0|0.0|1069.0|769.0,2,,,0,0.949421,0.193164,,,0.071299,0.068518,-0.002781
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,238.0|0.0|0.0|185.0|0.0|1118.0|789.0,1,,,0,1.095156,,,,0.001719,0.001073,-0.000646
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,296.0|0.0|0.0|192.0|0.0|1085.0|765.0,3,,,0,0.844657,0.206606,,,0.079661,0.064004,-0.015657
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,331.0|0.0|0.0|192.0|0.0|879.0|825.0,1,,,0,1.336006,,,,0.044671,0.048057,0.003385
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,302.0|0.0|0.0|203.0|0.0|974.0|817.0,3,,,0,0.817062,0.067038,,,0.137736,0.135817,-0.001919
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,525.0|0.0|0.0|189.0|0.0|1125.0|613.0,7,,,0,1.013063,0.492187,,,0.108677,0.205934,0.097257
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,252.0|0.0|0.0|185.0|0.0|1111.0|784.0,3,,,0,1.087769,0.042706,,,0.022201,0.019960,-0.002241
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,339.0|0.0|0.0|185.0|0.0|1060.0|754.0,1,,,0,0.249911,,,,0.038567,0.024981,-0.013586
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,393.0|0.0|0.0|192.0|0.0|940.0|758.0,3,,,0,0.000578,0.826400,,,0.060717,0.080354,0.019637
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,382.0|0.0|0.0|185.0|0.0|1047.0|739.0,2,,,0,0.306187,0.322391,,,0.032891,0.018987,-0.013903
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,252.0|0.0|0.0|186.0|0.0|1111.0|784.0,1,,,0,1.459116,,,,0.041023,0.038403,-0.002619
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,310.0|0.0|0.0|192.0|0.0|970.0|850.0,5,,,0,0.313428,0.329742,,,0.025445,0.037383,0.011938
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,322.0|0.0|0.0|203.0|0.0|974.0|800.0,3,,,0,0.638660,0.069441,,,0.069622,0.076822,0.007199
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,397.0|0.0|0.0|185.0|0.0|1040.0|734.0,1,,,0,0.196259,,,,0.017525,0.028144,0.010618
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,522.0|0.0|0.0|146.0|0.0|896.0|896.0,2,,,0,1.615245,1.077832,,,0.326437,0.293167,-0.033269
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,273.0|105.0|82.0|210.0|9.0|904.0|680.0,1,,,0,0.080998,,,,0.049332,0.052305,0.002974
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,162.0|190.0|148.0|179.0|19.0|838.0|741.0,1,,,0,0.123497,,,,0.014351,0.024069,0.009718
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,154.0|144.0|112.0|220.0|10.0|923.0|658.0,1,,,0,1.157537,,,,0.176441,0.167516,-0.008925
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,147.0|115.0|89.0|202.0|9.0|860.0|829.0,1,,,0,0.948498,,,,0.059262,0.048696,-0.010566
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,152.0|178.0|139.0|168.0|18.0|944.0|695.0,1,,,0,0.031837,,,,0.020384,0.010994,-0.009391
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,310.0|143.0|111.0|168.0|22.0|914.0|651.0,1,,,0,0.127628,,,,0.285670,0.290740,0.005070
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,144.0|0.0|175.0|158.0|18.0|943.0|844.0,1,,,0,1.222397,,,,0.040967,0.035360,-0.005607
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,304.0|140.0|0.0|214.0|6.0|895.0|722.0,1,,,0,0.143739,,,,0.200025,0.214652,0.014628
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,374.0|0.0|0.0|190.0|7.0|1013.0|730.0,1,,,0,0.193780,,,,0.123634,0.093334,-0.030300
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,159.0|149.0|116.0|175.0|15.0|953.0|720.0,1,,,0,0.487869,,,,0.098464,0.128170,0.029706
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,153.0|239.0|0.0|200.0|6.0|1002.0|684.0,1,,,0,0.537030,,,,0.019860,0.029038,0.009177
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,310.0|143.0|0.0|168.0|10.0|914.0|804.0,1,,,0,0.568067,,,,0.009874,0.024408,0.014534
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,305.0|0.0|100.0|196.0|10.0|959.0|705.0,1,,,0,0.341211,,,,0.029032,0.026800,-0.002232
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,151.0|0.0|184.0|167.0|12.0|991.0|772.0,1,,,0,1.213309,,,,0.007607,0.020079,0.012471
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,142.0|167.0|130.0|174.0|11.0|883.0|785.0,1,,,0,0.526755,,,,0.228885,0.208963,-0.019921
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,298.0|137.0|107.0|201.0|6.0|878.0|655.0,1,,,0,1.060920,,,,0.167055,0.193079,0.026024
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,321.0|164.0|0.0|190.0|5.0|870.0|774.0,1,,,0,1.281940,,,,0.121938,0.129326,0.007388
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,366.0|187.0|0.0|191.0|7.0|824.0|757.0,1,,,0,1.802885,,,,0.198368,0.266680,0.068311
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,280.0|129.0|100.0|172.0|9.0|825.0|805.0,1,,,0,1.018782,,,,0.118905,0.134895,0.015990
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,252.0|97.0|76.0|194.0|8.0|835.0|821.0,1,,,0,0.144979,,,,0.040566,0.047909,0.007343
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,165.0|0.0|150.0|182.0|12.0|1023.0|729.0,1,,,0,1.065825,,,,0.249741,0.279091,0.029350
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,156.0|243.0|0.0|180.0|11.0|1022.0|698.0,1,,,0,0.092566,,,,0.074346,0.074437,0.000092
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,160.0|188.0|146.0|203.0|11.0|829.0|710.0,1,,,0,0.178442,,,,0.006636,0.046018,0.039383
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,298.0|0.0|107.0|186.0|6.0|879.0|815.0,1,,,0,0.408603,,,,0.154701,0.162208,0.007508
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,318.0|0.0|126.0|210.0|6.0|861.0|737.0,1,,,0,0.254096,,,,0.116264,0.118704,0.002439
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,287.0|121.0|94.0|188.0|9.0|904.0|696.0,1,,,0,0.366878,,,,0.025889,0.016657,-0.009232
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,326.0|166.0|0.0|174.0|9.0|882.0|790.0,1,,,0,1.522789,,,,0.090613,0.062959,-0.027654
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,356.0|0.0|142.0|193.0|11.0|801.0|778.0,1,,,0,0.302431,,,,0.132008,0.173614,0.041607
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,132.0|207.0|161.0|179.0|5.0|867.0|736.0,1,,,0,0.150763,,,,0.048737,0.038386,-0.010351
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,322.0|149.0|0.0|186.0|8.0|951.0|709.0,1,,,0,0.994821,,,,0.213233,0.087149,-0.126084
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,164.0|0.0|200.0|181.0|13.0|849.0|846.0,1,,,0,1.242227,,,,0.209900,0.081133,-0.128766
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,314.0|0.0|113.0|170.0|10.0|925.0|783.0,1,,,0,0.158252,,,,0.047299,0.087820,0.040521
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,321.0|0.0|128.0|182.0|11.0|870.0|780.0,1,,,0,0.086369,,,,0.031346,0.079115,0.047769
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,140.0|164.0|128.0|237.0|6.0|869.0|656.0,1,,,0,0.035502,,,,0.085228,0.093850,0.008623
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,288.0|121.0|0.0|177.0|7.0|908.0|829.0,1,,,0,0.378445,,,,0.003396,0.002885,-0.000512
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,298.0|0.0|107.0|210.0|11.0|880.0|744.0,1,,,0,0.236278,,,,0.009382,0.005036,-0.004346
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,265.0|111.0|86.0|195.0|6.0|833.0|790.0,1,,,0,0.342917,,,,0.062713,0.044349,-0.018364
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,160.0|250.0|0.0|168.0|12.0|1049.0|688.0,1,,,0,0.217741,,,,0.034265,0.046729,0.012464
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,166.0|260.0|0.0|183.0|13.0|859.0|827.0,1,,,0,0.125615,,,,0.004703,0.056531,0.051828
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,276.0|116.0|90.0|180.0|9.0|870.0|768.0,1,,,0,0.506926,,,,0.012225,0.018208,0.005983
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,322.0|0.0|116.0|196.0|10.0|818.0|813.0,1,,,0,0.278004,,,,0.106594,0.098244,-0.008350
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,149.0|139.0|109.0|193.0|6.0|892.0|780.0,1,,,0,0.726653,,,,0.021391,0.021978,0.000587
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,159.0|187.0|0.0|176.0|11.0|990.0|789.0,1,,,0,0.182986,,,,0.018228,0.007153,-0.011075
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,261.0|100.0|78.0|201.0|9.0|864.0|761.0,1,,,0,0.204881,,,,0.086160,0.053627,-0.032533
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,237.0|92.0|71.0|247.0|6.0|853.0|695.0,1,,,0,0.430858,,,,0.085588,0.073411,-0.012177
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,313.0|0.0|113.0|178.0|8.0|1002.0|689.0,1,,,0,0.059103,,,,0.045495,0.055241,0.009746
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,155.0|183.0|0.0|193.0|9.0|1047.0|697.0,1,,,0,1.050539,,,,0.108708,0.125277,0.016568
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,146.0|230.0|0.0|202.0|3.0|827.0|872.0,1,,,0,0.165222,,,,0.111510,0.071969,-0.039541
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,296.0|0.0|107.0|221.0|11.0|819.0|778.0,1,,,0,0.263544,,,,0.013200,0.002329,-0.010872
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,133.0|210.0|0.0|196.0|3.0|949.0|795.0,1,,,0,0.287092,,,,0.044092,0.059492,0.015400
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,313.0|145.0|0.0|178.0|8.0|867.0|824.0,1,,,0,0.513535,,,,0.030482,0.041210,0.010727
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,152.0|0.0|112.0|184.0|8.0|992.0|816.0,1,,,0,1.416564,,,,0.033485,0.032480,-0.001005
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,153.0|145.0|113.0|178.0|8.0|1002.0|689.0,1,,,0,0.614697,,,,0.017386,0.028320,0.010934
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,140.0|133.0|103.0|200.0|7.0|916.0|753.0,1,,,0,0.037207,,,,0.209379,0.206137,-0.003242
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,149.0|236.0|0.0|176.0|13.0|847.0|893.0,1,,,0,0.171419,,,,0.012758,0.029838,0.017081
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,300.0|0.0|120.0|212.0|10.0|878.0|728.0,1,,,0,0.717977,,,,0.149035,0.150842,0.001807
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,153.0|145.0|113.0|178.0|8.0|867.0|824.0,1,,,0,0.574624,,,,0.012829,0.021434,0.008604
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,148.0|0.0|137.0|158.0|16.0|1002.0|830.0,1,,,0,1.070369,,,,0.008548,0.006289,-0.002259
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,326.0|0.0|138.0|199.0|11.0|801.0|792.0,1,,,0,0.291277,,,,0.090396,0.122230,0.031834
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,153.0|145.0|0.0|178.0|8.0|1000.0|822.0,1,,,0,1.007162,,,,0.182786,0.118303,-0.064483
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,262.0|111.0|86.0|195.0|5.0|895.0|733.0,1,,,0,0.125975,,,,0.045791,0.070948,0.025157
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,158.0|0.0|195.0|220.0|11.0|898.0|713.0,1,,,0,1.634692,,,,0.158241,0.074336,-0.083905
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,151.0|0.0|185.0|167.0|16.0|1074.0|678.0,1,,,0,1.339724,,,,0.066988,0.060252,-0.006736
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,273.0|0.0|90.0|199.0|11.0|931.0|762.0,1,,,0,0.214383,,,,0.011045,0.007093,-0.003952
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,149.0|118.0|92.0|183.0|7.0|953.0|780.0,1,,,0,0.736981,,,,0.007355,0.016254,0.008899
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,143.0|169.0|143.0|191.0|8.0|967.0|643.0,1,,,0,0.365172,,,,0.029154,0.030740,0.001586
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,260.0|101.0|78.0|171.0|10.0|936.0|763.0,1,,,0,0.836183,,,,0.101039,0.133231,0.032191
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,313.0|161.0|0.0|178.0|10.0|917.0|759.0,1,,,0,0.996060,,,,0.051475,0.078959,0.027484
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,284.0|120.0|0.0|168.0|7.0|970.0|794.0,1,,,0,0.306562,,,,0.068992,0.084593,0.015601
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,336.0|0.0|0.0|182.0|3.0|986.0|817.0,1,,,0,0.542041,,,,0.263432,0.208077,-0.055354
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,145.0|0.0|134.0|181.0|11.0|979.0|812.0,1,,,0,1.355422,,,,0.020723,0.040521,0.019798
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,150.0|237.0|0.0|174.0|12.0|1069.0|675.0,1,,,0,0.096697,,,,0.027360,0.032585,0.005225
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,144.0|170.0|133.0|192.0|8.0|814.0|805.0,1,,,0,0.356497,,,,0.003881,0.004669,0.000788
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,331.0|170.0|0.0|195.0|8.0|811.0|802.0,1,,,0,1.245998,,,,0.044322,0.021986,-0.022336
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,155.0|0.0|143.0|193.0|9.0|1047.0|697.0,1,,,0,1.399626,,,,0.029318,0.020048,-0.009270
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,155.0|183.0|0.0|193.0|9.0|877.0|868.0,1,,,0,0.720869,,,,0.000238,0.003699,0.003461
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,135.0|0.0|166.0|180.0|10.0|961.0|805.0,1,,,0,1.349639,,,,0.017470,0.015812,-0.001658
10-1016-j-conbuildmat-2020-120950,10-1016-j-conbuildmat-2020-120950,Random Forest,regression,266.0|112.0|87.0|178.0|10.0|910.0|745.0,1,,,0,0.215675,,,,0.166841,0.055287,-0.111554
