module,task,metric_kind,proxy_corruption_fraction,replicate,random_score,grouped_score_under_proxy,true_grouped_score,gap_under_proxy,true_gap,gap_retention,proxy_n_groups
PRJ-2430 RC walls,PRJ-2430 RC wall peak lateral strength|Vmax,regression,1.0,3,0.5528695151215022,0.6314147980100193,0.055118216785339236,-0.07854528288851714,0.49775129833616294,-0.15780025717877796,28
PRJ-2430 RC walls,PRJ-2430 RC wall peak lateral strength|Vmax,regression,1.0,4,0.5528695151215022,0.5743506192300487,0.055118216785339236,-0.021481104108546534,0.49775129833616294,-0.04315629950208384,28
PRJ-2430 RC walls,PRJ-2430 RC wall peak lateral strength|Vmax,regression,1.0,5,0.5528695151215022,0.5733184214085523,0.055118216785339236,-0.020448906287050095,0.49775129833616294,-0.04108257749483489,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.0,1,0.29006346360772006,-0.08866465516409705,-0.08866465516409705,0.3787281187718171,0.3787281187718171,1.0,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.1,1,0.29006346360772006,0.07043701182071094,-0.08866465516409705,0.21962645178700912,0.3787281187718171,0.5799053223173366,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.1,2,0.29006346360772006,-0.010545105343911843,-0.08866465516409705,0.3006085689516319,0.3787281187718171,0.793731846281918,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.1,3,0.29006346360772006,0.04684887864871068,-0.08866465516409705,0.24321458495900938,0.3787281187718171,0.6421878199794974,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.1,4,0.29006346360772006,0.03323351528368523,-0.08866465516409705,0.25682994832403483,0.3787281187718171,0.6781380510032167,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.1,5,0.29006346360772006,0.0677375181483707,-0.08866465516409705,0.22232594545934936,0.3787281187718171,0.5870331101380415,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.25,1,0.29006346360772006,0.2706044946197578,-0.08866465516409705,0.01945896898796229,0.3787281187718171,0.05137978413397468,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.25,2,0.29006346360772006,-0.35556012517827007,-0.08866465516409705,0.6456235887859901,0.3787281187718171,1.7047152212507806,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.25,3,0.29006346360772006,0.07176471533751927,-0.08866465516409705,0.2182987482702008,0.3787281187718171,0.5763996319526655,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.25,4,0.29006346360772006,0.26466052396782935,-0.08866465516409705,0.02540293963989071,0.3787281187718171,0.06707434272974046,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.25,5,0.29006346360772006,-0.029939304944801348,-0.08866465516409705,0.3200027685525214,0.3787281187718171,0.8449406122530934,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.5,1,0.29006346360772006,0.25302893418730543,-0.08866465516409705,0.03703452942041463,0.3787281187718171,0.0977865851115424,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.5,2,0.29006346360772006,0.3255732710505451,-0.08866465516409705,-0.03550980744282506,0.3787281187718171,-0.0937606839386004,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.5,3,0.29006346360772006,0.20227074821079716,-0.08866465516409705,0.0877927153969229,0.3787281187718171,0.2318093403828244,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.5,4,0.29006346360772006,0.3147782350493059,-0.08866465516409705,-0.024714771441585848,0.3787281187718171,-0.06525729201658893,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.5,5,0.29006346360772006,0.207336350580419,-0.08866465516409705,0.08272711302730107,0.3787281187718171,0.21843403995345795,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.75,1,0.29006346360772006,0.2984079792822002,-0.08866465516409705,-0.008344515674480135,0.3787281187718171,-0.02203299744825044,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.75,2,0.29006346360772006,0.2562824303116912,-0.08866465516409705,0.033781033296028884,0.3787281187718171,0.08919600003711867,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.75,3,0.29006346360772006,0.3471025347386,-0.08866465516409705,-0.057039071130879915,0.3787281187718171,-0.15060690850167857,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.75,4,0.29006346360772006,0.2784721180738746,-0.08866465516409705,0.011591345533845443,0.3787281187718171,0.03060598080605999,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,0.75,5,0.29006346360772006,0.2670541230595873,-0.08866465516409705,0.02300934054813275,0.3787281187718171,0.060754244028011634,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,1.0,1,0.29006346360772006,0.33708345933007855,-0.08866465516409705,-0.04701999572235849,0.3787281187718171,-0.12415237578566997,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,1.0,2,0.29006346360772006,0.34550486256923196,-0.08866465516409705,-0.0554413989615119,0.3787281187718171,-0.14638838843364368,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,1.0,3,0.29006346360772006,0.24874888976861287,-0.08866465516409705,0.041314573839107194,0.3787281187718171,0.1090876853112645,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,1.0,4,0.29006346360772006,0.2992880588835347,-0.08866465516409705,-0.009224595275814651,0.3787281187718171,-0.024356774209766164,28
PRJ-2430 RC walls,PRJ-2430 RC wall drift capacity|driftCap,regression,1.0,5,0.29006346360772006,0.18992887971019978,-0.08866465516409705,0.10013458389752028,0.3787281187718171,0.2643970144658077,28
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.0,1,0.631587809097014,-0.7518810673229483,-0.7518810673229483,1.3834688764199623,1.3834688764199623,1.0,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.1,1,0.631587809097014,-0.5987841543998753,-0.7518810673229483,1.2303719634968893,1.3834688764199623,0.8893383757795508,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.1,2,0.631587809097014,-0.1847511215619364,-0.7518810673229483,0.8163389306589504,1.3834688764199623,0.5900667117076109,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.1,3,0.631587809097014,-0.005608504498282096,-0.7518810673229483,0.637196313595296,1.3834688764199623,0.460578712290359,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.1,4,0.631587809097014,-0.504867188870614,-0.7518810673229483,1.136454997967628,1.3834688764199623,0.8214532450548953,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.1,5,0.631587809097014,-0.5889174071935401,-0.7518810673229483,1.220505216290554,1.3834688764199623,0.8822064862412275,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.25,1,0.631587809097014,-0.2270051028027782,-0.7518810673229483,0.8585929118997921,1.3834688764199623,0.6206087657870518,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.25,2,0.631587809097014,-0.3340338297727632,-0.7518810673229483,0.9656216388697771,1.3834688764199623,0.6979713496472294,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.25,3,0.631587809097014,-0.39219508200285547,-0.7518810673229483,1.0237828910998694,1.3834688764199623,0.7400115091487555,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.25,4,0.631587809097014,-0.15951397251733979,-0.7518810673229483,0.7911017816143537,1.3834688764199623,0.5718247769053598,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.25,5,0.631587809097014,-0.2203602044965529,-0.7518810673229483,0.8519480135935669,1.3834688764199623,0.6158056954618123,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.5,1,0.631587809097014,0.4210183319668793,-0.7518810673229483,0.21056947713013463,1.3834688764199623,0.15220398573405614,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.5,2,0.631587809097014,0.1602227849974286,-0.7518810673229483,0.47136502409958536,1.3834688764199623,0.340712416544815,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.5,3,0.631587809097014,0.0025095868479132477,-0.7518810673229483,0.6290782222491007,1.3834688764199623,0.454710787478633,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.5,4,0.631587809097014,0.309925316357912,-0.7518810673229483,0.32166249273910197,1.3834688764199623,0.23250432172458857,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.5,5,0.631587809097014,0.0872830428626914,-0.7518810673229483,0.5443047662343226,1.3834688764199623,0.39343477508712293,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.75,1,0.631587809097014,0.34664983637542734,-0.7518810673229483,0.2849379727215866,1.3834688764199623,0.2059590769103009,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.75,2,0.631587809097014,0.5540162930166332,-0.7518810673229483,0.07757151608038071,1.3834688764199623,0.05607030082318476,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.75,3,0.631587809097014,0.22813935669865626,-0.7518810673229483,0.4034484523983577,1.3834688764199623,0.29162090978321936,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.75,4,0.631587809097014,0.5851585253006997,-0.7518810673229483,0.04642928379631428,1.3834688764199623,0.03356004937130246,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,0.75,5,0.631587809097014,0.6172869616285105,-0.7518810673229483,0.014300847468503464,1.3834688764199623,0.010336949180606167,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,1.0,1,0.631587809097014,0.6050693122046505,-0.7518810673229483,0.026518496892363408,1.3834688764199623,0.019168119604530603,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,1.0,2,0.631587809097014,0.3204134968027319,-0.7518810673229483,0.31117431229428205,1.3834688764199623,0.2249232473516251,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,1.0,3,0.631587809097014,0.6300496661927606,-0.7518810673229483,0.001538142904253359,1.3834688764199623,0.0011118015955903905,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,1.0,4,0.631587809097014,0.5704024446368828,-0.7518810673229483,0.06118536446013112,1.3834688764199623,0.04422605054799791,18
Mendeley cyclic joint,Cyclic beam-column joint shear,regression,1.0,5,0.631587809097014,0.5970528061919321,-0.7518810673229483,0.034535002905081824,1.3834688764199623,0.02496261643012088,18
