parent,n_external,development_only_scaling,knn_k,knn_development_loo_q95,knn_external_median,knn_external_q95,knn_fraction_within_development_q95,robust_mahalanobis_development_q95,robust_mahalanobis_external_median,robust_mahalanobis_external_q95,robust_mahalanobis_fraction_within_development_q95,pca_components_95pct,pca_explained_variance_fraction,pca_score_radius_development_q95,pca_reconstruction_development_q95,pca_joint_fraction_within_development_q95
deck464,413,True,5,1.553457483727224,0.6985125486359182,1.1451269925486791,0.9757869249394672,98.37804987064212,11.255715406208305,33.95826771285116,1.0,5,0.972633169603078,12.920206722710796,0.5210789320848592,0.9951573849878934
