model,parent,comparison_subset,independent_external_model,n,rmse_kN,mae_kN,nrmse_by_development_sd,signed_mean_error_kN,prediction_to_measurement_mean,prediction_to_measurement_q05,prediction_to_measurement_q25,prediction_to_measurement_median,prediction_to_measurement_q75,prediction_to_measurement_q95,measurement_to_prediction_mean,overprediction_rate,overprediction_gt_20pct_rate,overprediction_gt_50pct_rate
DeckSpecific_Eq11_positive_control,deck464,published_equation_eligible_retained_rows,False,401,12.16200178747917,9.34285325483902,0.2176617686799419,0.1609972210352423,1.0304225585295326,0.8009349613873725,0.9118399580091724,0.9976105216168796,1.1098434651405438,1.3672061269669555,0.9988415958477396,0.4912718204488778,0.1546134663341646,0.0199501246882793
Ridge,deck464,published_equation_eligible_retained_rows,True,401,55.76764284309391,51.90253771275423,0.9980662713629712,51.74733936499288,1.7565951661547503,1.1799506323095308,1.444723755910801,1.6732498020431672,2.0071359707063072,2.4861962005744407,0.6048482249008775,0.9900249376558604,0.942643391521197,0.6658354114713217
RBF_SVR,deck464,published_equation_eligible_retained_rows,True,401,60.05222779395971,56.25283006121181,1.0747469325535506,56.10329498351531,1.8193439535781148,1.1802830174732066,1.4991936074822634,1.740008284273828,2.061758571700536,2.6877113024388044,0.5861501427003956,0.9925187032418952,0.9376558603491272,0.7481296758104738
ExtraTrees,deck464,published_equation_eligible_retained_rows,True,401,57.66961946932074,53.25078330960002,1.032105700371989,53.101495481941335,1.76900852244774,1.167186052754247,1.4549868273764164,1.6653787565110612,2.0355248655648324,2.5700495868585245,0.6013479362740665,0.9900249376558604,0.942643391521197,0.6807980049875312
HistGradientBoosting,deck464,published_equation_eligible_retained_rows,True,401,51.55743629836146,45.39742969849824,0.922716750860699,44.68899964926258,1.6436154832408236,1.0313817962896552,1.3422627603116322,1.5592386552334043,1.8871464977155936,2.4753753403203347,0.6519324001310508,0.9650872817955112,0.8678304239401496,0.5860349127182045
