shape,P,outer_dim_1,outer_dim_2,outer_thickness,length,fy_outer,fc,inner_dim,inner_thickness,fy_inner,steel_area,concrete_area,nominal_capacity,slenderness,strength_index
circular,20237.0,477.0,477.0,11.36,954.0,310.0,75.82156673259959,0.0,0.0,0.0,16617.989668551396,162082.86905110662,17440.953869220615,41.98943661971831,1.1603149777096642
circular,20462.0,477.0,477.0,11.36,954.0,310.0,75.82156673259959,0.0,0.0,0.0,16617.989668551396,162082.86905110662,17440.953869220615,41.98943661971831,1.1732156482628429
circular,19854.0,477.0,477.0,11.36,954.0,310.0,75.82156673259959,0.0,0.0,0.0,16617.989668551396,162082.86905110662,17440.953869220615,41.98943661971831,1.1383551696124758
circular,2422.0,114.3,114.3,3.6,250.0,403.0,166.56,0.0,0.0,0.0,1251.9875043086067,9008.838947415723,2005.0631793179311,31.75,1.2079419865581988
circular,2340.0,114.3,114.3,3.6,250.0,403.0,166.56,0.0,0.0,0.0,1251.9875043086067,9008.838947415723,2005.0631793179311,31.75,1.1670455196309601
circular,2610.0,114.3,114.3,6.3,250.0,428.0,166.56,0.0,0.0,0.0,2137.539641502495,8123.2868102218345,2267.881617673617,18.142857142857142,1.1508537216670625
circular,2633.0,114.3,114.3,6.3,250.0,428.0,166.56,0.0,0.0,0.0,2137.539641502495,8123.2868102218345,2267.881617673617,18.142857142857142,1.1609953445016765
circular,7837.0,219.1,219.1,5.0,600.0,380.0,177.696,0.0,0.0,0.0,3363.0749356678716,34339.81467257559,7380.016183611782,43.82,1.0619217905514904
circular,5241.0,219.1,219.1,10.0,600.0,381.0,49.536,0.0,0.0,0.0,6569.070238656259,31133.8193695872,4045.0606372199063,21.91,1.2956542484866285
circular,9085.0,219.1,219.1,10.0,600.0,381.0,177.696,0.0,0.0,0.0,6569.070238656259,31133.8193695872,8035.170927626202,21.91,1.1306542302372584
circular,6915.0,219.1,219.1,6.3,600.0,300.0,156.48,0.0,0.0,0.0,4211.744775108622,33491.14483313484,6504.217776021525,34.77777777777778,1.0631562838336788
circular,7407.0,219.1,219.1,6.3,600.0,300.0,168.384,0.0,0.0,0.0,4211.744775108622,33491.14483313484,6902.896364115162,34.77777777777778,1.073027843573812
circular,6838.0,219.1,219.1,6.3,600.0,300.0,142.848,0.0,0.0,0.0,4211.744775108622,33491.14483313484,6047.666489656232,34.77777777777778,1.1306840434563534
circular,7569.0,219.1,219.1,6.3,600.0,300.0,167.52,0.0,0.0,0.0,4211.744775108622,33491.14483313484,6873.960014979334,34.77777777777778,1.1011120203646916
circular,2375.7,168.3,168.3,2.8,300.0,317.8,93.74,0.0,0.0,0.0,1455.8140356735057,20790.502548761244,2411.559409457919,60.10714285714287,0.9851301986103755
circular,2021.7,159.0,159.0,3.0,300.0,336.28,90.85,0.0,0.0,0.0,1470.2653618800214,18385.385606970867,2164.7331182863168,53.0,0.9339257495170827
circular,1417.2,120.0,120.0,2.5,300.0,445.52,94.68,0.0,0.0,0.0,922.8428419920019,10386.890710931253,1394.5757554752477,48.0,1.0162230301480055
circular,724.0,100.0,100.0,3.0,300.0,432.09,34.04,0.0,0.0,0.0,914.2034621946295,6939.778171779853,631.2482229470636,33.333333333333336,1.1469339218412573
circular,1141.3,100.0,100.0,3.0,300.0,432.82,93.51,0.0,0.0,0.0,914.2034621946295,6939.778171779853,1044.6241993502135,33.333333333333336,1.092546009091041
circular,703.3,101.6,101.6,3.0,300.0,425.03,34.04,0.0,0.0,0.0,929.2831069318609,7178.036558628102,639.3135633949494,33.86666666666667,1.1000861553214407
circular,1075.5,101.6,101.6,3.0,300.0,425.03,93.51,0.0,0.0,0.0,929.2831069318609,7178.036558628102,1066.1913975365628,33.86666666666667,1.0087307049043397
circular,3020.0,140.0,140.0,4.42,420.0,1020.0,52.5,0.0,0.0,0.0,1882.6421233237725,13511.161879266214,2629.630964451724,31.67420814479638,1.1484501212624212
circular,4274.0,140.0,140.0,6.27,420.0,1153.0,52.5,0.0,0.0,0.0,2634.1849134898075,12759.619089100179,3707.095207431508,22.32854864433812,1.1529242603297682
circular,4436.0,140.0,140.0,8.36,420.0,813.0,52.5,0.0,0.0,0.0,3457.355387839165,11936.448614750821,3437.4934825876594,16.74641148325359,1.2904751739807487
circular,5420.0,140.0,140.0,10.46,420.0,773.0,52.5,0.0,0.0,0.0,4256.8216031393895,11136.982399450597,3875.2146751979044,13.384321223709367,1.3986321931244245
circular,3215.0,140.0,140.0,6.21,420.0,359.0,125.0,0.0,0.0,0.0,2610.147959778664,12783.656042811323,2535.0001229119557,22.544283413848632,1.2682445144448073
circular,3202.0,140.0,140.0,6.21,420.0,359.0,125.0,0.0,0.0,0.0,2610.147959778664,12783.656042811323,2535.0001229119557,22.544283413848632,1.2631163095652482
circular,3354.0,140.0,140.0,8.19,420.0,389.0,125.0,0.0,0.0,0.0,3391.4243536146023,12002.379648975384,2819.561529678003,17.094017094017094,1.1895466598960975
circular,3398.0,140.0,140.0,8.19,420.0,389.0,125.0,0.0,0.0,0.0,3391.4243536146023,12002.379648975384,2819.561529678003,17.094017094017094,1.2051519231744006
circular,4104.0,140.0,140.0,11.58,420.0,367.0,125.0,0.0,0.0,0.0,4671.873744886934,10721.930257703052,3054.818946586386,12.089810017271157,1.3434511412160852
circular,4300.0,140.0,140.0,11.58,420.0,367.0,125.0,0.0,0.0,0.0,4671.873744886934,10721.930257703052,3054.818946586386,12.089810017271157,1.4076120631650018
circular,5135.0,140.0,140.0,16.72,420.0,389.0,125.0,0.0,0.0,0.0,6475.58146783367,8918.222534756316,3633.779007831837,8.373205741626794,1.4131294140157122
circular,5120.0,140.0,140.0,16.72,420.0,389.0,125.0,0.0,0.0,0.0,6475.58146783367,8918.222534756316,3633.779007831837,8.373205741626794,1.4090014799922972
circular,4516.0,140.0,140.0,4.42,420.0,1020.0,125.0,0.0,0.0,0.0,1882.6421233237725,13511.161879266214,3609.1902006985247,31.67420814479638,1.2512502109547927
circular,4312.0,140.0,140.0,4.42,420.0,1020.0,125.0,0.0,0.0,0.0,1882.6421233237725,13511.161879266214,3609.1902006985247,31.67420814479638,1.194727836500679
circular,5386.0,140.0,140.0,6.27,420.0,1153.0,125.0,0.0,0.0,0.0,2634.1849134898075,12759.619089100179,4632.167591391271,22.32854864433812,1.1627385870083158
circular,5354.0,140.0,140.0,6.27,420.0,1153.0,125.0,0.0,0.0,0.0,2634.1849134898075,12759.619089100179,4632.167591391271,22.32854864433812,1.1558303740888456
circular,5531.0,140.0,140.0,8.36,420.0,813.0,125.0,0.0,0.0,0.0,3457.355387839165,11936.448614750821,4302.886007157093,16.74641148325359,1.2854163440072908
circular,5502.0,140.0,140.0,8.36,420.0,813.0,125.0,0.0,0.0,0.0,3457.355387839165,11936.448614750821,4302.886007157093,16.74641148325359,1.2786766813827724
circular,6339.0,140.0,140.0,10.46,420.0,773.0,125.0,0.0,0.0,0.0,4256.8216031393895,11136.982399450597,4682.645899158073,13.384321223709367,1.3537218351572846
circular,6187.0,140.0,140.0,10.46,420.0,773.0,125.0,0.0,0.0,0.0,4256.8216031393895,11136.982399450597,4682.645899158073,13.384321223709367,1.3212615545224988
circular,904.0,113.7,113.7,2.09,342.0,269.9,59.0,0.0,0.0,0.0,732.8232961803569,9420.560686791201,753.6020881597592,54.40191387559809,1.1995720476405545
circular,1491.0,113.7,113.7,2.06,342.0,269.9,113.2,0.0,0.0,0.0,722.4984519243353,9430.885531047223,1262.5785742889238,55.19417475728155,1.1809166022318427
circular,1535.0,113.7,113.7,2.05,342.0,269.9,130.8,0.0,0.0,0.0,719.0555805352651,9434.328402436293,1428.083256225135,55.463414634146346,1.0748673043457417
circular,1163.0,114.9,114.9,3.93,342.0,304.3,59.0,0.0,0.0,0.0,1370.0865695016182,8998.747837653129,947.8434655208771,29.236641221374047,1.2269958514308963
circular,1631.0,114.9,114.9,4.01,342.0,304.3,113.2,0.0,0.0,0.0,1396.9685495198537,8971.865857634893,1440.7127447031614,28.65336658354115,1.1320785534773934
circular,1748.0,114.9,114.9,4.01,342.0,304.3,130.8,0.0,0.0,0.0,1396.9685495198537,8971.865857634893,1598.6175837975356,28.65336658354115,1.0934447473345092
circular,1249.0,107.9,107.9,7.99,342.0,251.8,59.0,0.0,0.0,0.0,2507.873410941049,6636.0540205790385,1023.0097120891194,13.504380475594493,1.220907275112158
circular,1482.0,107.9,107.9,8.01,342.0,251.8,113.2,0.0,0.0,0.0,2513.6476582383466,6630.279773281741,1383.4841506799087,13.470661672908864,1.0712085131381346
circular,1613.0,107.9,107.9,8.03,342.0,251.8,130.8,0.0,0.0,0.0,2519.419392261523,6624.508039258564,1500.8754545064717,13.43711083437111,1.0747060958035308
circular,1777.6,152.4,152.4,2.11,450.0,336.0,70.8,0.0,0.0,0.0,996.2364154058996,17245.23283210402,1555.6979200893468,72.22748815165878,1.1426382828215833
circular,1064.7,89.0,89.0,5.04,222.9,388.0,72.9,0.0,0.0,0.0,1329.3913207448113,4891.747531526376,872.4122274972597,17.658730158730158,1.2204093047324287
circular,1047.9,88.98,88.98,5.1,222.8,388.0,72.9,0.0,0.0,0.0,1343.9356380938698,4874.407510874888,876.791335123201,17.447058823529414,1.1951532343242832
circular,1047.4,89.14,89.14,4.93,222.0,388.0,66.8,0.0,0.0,0.0,1304.2488405788663,4936.477527728188,835.8052489968431,18.08113590263692,1.253162744858469
circular,1000.7,89.01,89.01,5.02,222.6,388.0,39.9,0.0,0.0,0.0,1324.5890822145338,4897.947857327318,709.3686834065991,17.731075697211157,1.410690975522547
circular,2569.7,139.35,139.35,5.06,349.9,458.0,72.9,0.0,0.0,0.0,2134.7354558998995,13116.457911675785,1933.8986205633187,27.539525691699605,1.3287666544027426
circular,2330.2,139.06,139.06,5.13,349.1,458.0,66.8,0.0,0.0,0.0,2158.4654760087906,13029.315707792166,1858.9354772925428,27.107212475633528,1.2535131146099987
circular,2085.8,139.56,139.56,5.08,350.0,458.0,39.9,0.0,0.0,0.0,2146.205410678158,13150.989591265698,1507.6865627820976,27.47244094488189,1.3834440469848879
circular,2450.4,140.66,140.66,6.32,349.5,397.0,72.9,0.0,0.0,0.0,2667.30264076616,12871.98506185965,1997.286859393734,22.25632911392405,1.2268643277129487
circular,2386.0,141.14,141.14,6.35,349.0,397.0,66.8,0.0,0.0,0.0,2688.9409884862853,12956.582811313314,1933.0093042247847,22.226771653543306,1.2343448087834648
circular,2190.5,140.39,140.39,6.28,349.7,397.0,39.9,0.0,0.0,0.0,2645.8832620539833,12833.805679039655,1562.4845016291138,22.35509554140127,1.4019339057226425
circular,2225.5,140.54,140.54,6.26,349.7,397.0,39.9,0.0,0.0,0.0,2640.8001651404757,12871.98506185965,1561.9898695289687,22.450479233226837,1.4247851688507547
circular,4979.7,168.53,168.53,11.93,420.0,460.0,72.9,0.0,0.0,0.0,5869.242775957282,16437.919311054215,3898.175994716202,14.126571668063706,1.2774436061249554
circular,4984.9,168.27,168.27,12.06,420.7,460.0,66.8,0.0,0.0,0.0,5918.423152312176,16319.963188326934,3812.6481910438397,13.952736318407961,1.307463933260314
circular,4917.2,168.14,168.14,12.06,420.5,460.0,39.9,0.0,0.0,0.0,5913.497763349877,16290.54052378992,3370.201538040161,13.941956882255388,1.4590225375244026
circular,1062.3,89.03,89.03,5.03,222.9,388.0,72.6,0.0,0.0,0.0,1327.3857279947588,4897.947857327318,870.6166769039297,17.69980119284294,1.220169597230472
circular,1085.4,89.11,89.11,4.97,222.5,388.0,78.7,0.0,0.0,0.0,1313.738021189035,4922.788430439252,897.1538016969147,17.929577464788732,1.2098260052479615
circular,1077.5,89.04,89.04,5.0,222.9,388.0,65.2,0.0,0.0,0.0,1320.097233038431,4906.634910793209,832.1103226026285,17.808,1.2949004125196468
circular,1054.8,89.04,89.04,4.94,222.7,388.0,65.2,0.0,0.0,0.0,1305.1872343044943,4921.544909527146,827.2973750113138,18.024291497975707,1.2749949798711437
circular,1050.7,89.02,89.02,5.06,222.7,388.0,61.7,0.0,0.0,0.0,1334.6666831287203,4889.268500763427,819.518539551047,17.59288537549407,1.282094241059635
circular,1053.9,89.04,89.04,4.99,222.8,388.0,61.7,0.0,0.0,0.0,1317.613804045769,4909.118339785871,814.1267575345466,17.8436873747495,1.2945158603944777
circular,1050.9,89.0,89.0,4.92,222.8,388.0,55.2,0.0,0.0,0.0,1299.5939427440426,4921.544909527145,775.9117287905871,18.089430894308943,1.3544066431861226
circular,2645.2,139.6,139.6,5.1,349.7,458.0,72.6,0.0,0.0,0.0,2154.9754807299178,13150.989591265698,1941.740614500192,27.372549019607845,1.3622828817848462
circular,2510.3,138.9,138.9,5.15,349.1,458.0,78.7,0.0,0.0,0.0,2163.9682897008224,12988.883410340462,2013.322601076771,26.970873786407765,1.2468443947618897
circular,2332.2,139.4,139.4,5.1,349.3,458.0,65.2,0.0,0.0,0.0,2151.771056223255,13110.368798254784,1840.307189396463,27.333333333333336,1.2672884252356018
circular,2308.8,139.3,139.3,5.07,349.3,458.0,61.7,0.0,0.0,0.0,2137.9986281891797,13102.252179474972,1787.6123311842503,27.47534516765286,1.291555198923066
circular,2312.4,139.48,139.48,5.09,350.0,458.0,61.7,0.0,0.0,0.0,2148.9910608840964,13130.671340778601,1794.400327610956,27.402750491159136,1.288675645238375
circular,2131.7,139.35,139.35,5.09,347.8,458.0,55.2,0.0,0.0,0.0,2146.912269025215,13104.28109855047,1706.6421358535345,27.37721021611002,1.2490609221562923
circular,2204.1,139.68,139.68,5.09,349.0,458.0,55.2,0.0,0.0,0.0,2152.189202205451,13171.323549716057,1712.759714554423,27.44204322200393,1.286870529047561
circular,2663.7,140.33,140.33,6.29,349.7,397.0,72.6,0.0,0.0,0.0,2648.7132087163354,12817.747114031572,1982.1075843390772,22.310015898251194,1.3438725632484756
circular,2550.3,140.92,140.92,6.34,349.0,397.0,78.7,0.0,0.0,0.0,2680.5237192895256,12916.26361119714,2080.6778627591566,22.22712933753943,1.2257063169875246
circular,2418.0,140.54,140.54,6.28,349.5,397.0,65.2,0.0,0.0,0.0,2648.842642333664,12863.942584666462,1890.319585526718,22.378980891719742,1.2791487844243277
circular,2406.6,140.78,140.78,6.31,379.0,397.0,65.2,0.0,0.0,0.0,2665.659273649064,12900.153524069536,1899.356741408012,22.310618066561016,1.2670605513611748
circular,2302.8,140.75,140.75,6.29,349.6,397.0,61.7,0.0,0.0,0.0,2657.0126681885904,12902.16673518177,1850.8977168315855,22.376788553259143,1.2441530285865783
circular,2238.9,140.8,140.8,6.28,349.6,397.0,55.2,0.0,0.0,0.0,2653.972234818446,12916.263611197146,1766.6047285610055,22.420382165605098,1.2673463190737095
circular,2249.6,140.88,140.88,6.32,349.2,397.0,55.2,0.0,0.0,0.0,2671.670711191706,12916.263611197146,1773.6310236811898,22.29113924050633,1.2683585085983282
circular,5000.0,168.44,168.44,11.98,420.8,460.0,72.6,0.0,0.0,0.0,5888.572367236295,16394.770714054397,3899.0036427690447,14.060100166944908,1.2823788993562046
circular,4955.5,168.33,168.33,12.08,421.0,460.0,78.7,0.0,0.0,0.0,5929.756133650735,16324.492108296352,4012.4253504022613,13.934602649006623,1.235038553303725
circular,4992.1,168.57,168.57,11.98,420.5,460.0,65.2,0.0,0.0,0.0,5893.465083634994,16424.28731221175,3781.8574712283034,14.070951585976626,1.3200127286601904
circular,4992.3,168.33,168.33,11.85,420.2,460.0,61.7,0.0,0.0,0.0,5825.417558439709,16428.830683507378,3693.350930054671,14.205063291139242,1.3516993360623062
circular,1823.0,153.0,153.0,1.54,306.0,345.0,75.82156673259959,0.0,0.0,0.0,732.771459901578,17652.61414706929,1591.25501522289,99.35064935064935,1.1456366091921784
circular,1842.0,153.0,153.0,1.54,306.0,345.0,75.82156673259959,0.0,0.0,0.0,732.771459901578,17652.61414706929,1591.25501522289,99.35064935064935,1.1575768700669187
circular,1872.0,153.0,153.0,1.54,306.0,345.0,75.82156673259959,0.0,0.0,0.0,732.771459901578,17652.61414706929,1591.25501522289,99.35064935064935,1.1764299135533505
circular,4871.0,250.0,250.0,2.48,500.0,326.0,75.82156673259959,0.0,0.0,0.0,1928.4653937690382,47158.91981857148,4204.342904429837,100.80645161290323,1.158563920860915
circular,4528.0,250.0,250.0,2.48,500.0,326.0,75.82156673259959,0.0,0.0,0.0,1928.4653937690382,47158.91981857148,4204.342904429837,100.80645161290323,1.0769816123297524
circular,4733.0,250.0,250.0,2.48,500.0,326.0,75.82156673259959,0.0,0.0,0.0,1928.4653937690382,47158.91981857148,4204.342904429837,100.80645161290323,1.1257407180116425
circular,9163.0,372.0,372.0,3.64,744.0,320.0,75.82156673259959,0.0,0.0,0.0,4212.342934349843,104474.19650924264,9269.347001452215,102.19780219780219,0.9885270233776388
circular,9996.0,372.0,372.0,3.64,744.0,320.0,75.82156673259959,0.0,0.0,0.0,4212.342934349843,104474.19650924264,9269.347001452215,102.19780219780219,1.0783931164119696
circular,9604.0,372.0,372.0,3.64,744.0,320.0,75.82156673259959,0.0,0.0,0.0,4212.342934349843,104474.19650924264,9269.347001452215,102.19780219780219,1.0361031902781668
circular,15827.0,469.0,469.0,4.66,938.0,291.0,75.82156673259959,0.0,0.0,0.0,6797.854838698317,165959.1105803678,14561.455535813442,100.64377682403433,1.0869105743635306
circular,16670.0,469.0,469.0,4.66,938.0,291.0,75.82156673259959,0.0,0.0,0.0,6797.854838698317,165959.1105803678,14561.455535813442,100.64377682403433,1.1448031386011281
circular,15239.0,469.0,469.0,4.66,938.0,291.0,75.82156673259959,0.0,0.0,0.0,6797.854838698317,165959.1105803678,14561.455535813442,100.64377682403433,1.0465299957494056
circular,2117.0,157.0,157.0,2.48,314.0,326.0,75.82156673259959,0.0,0.0,0.0,1203.888464145086,18155.390865438618,1769.0378193715812,63.306451612903224,1.1966957273711798
circular,2058.0,157.0,157.0,2.48,314.0,326.0,75.82156673259959,0.0,0.0,0.0,1203.888464145086,18155.390865438618,1769.0378193715812,63.306451612903224,1.1633442640197864
circular,2068.0,157.0,157.0,2.48,314.0,326.0,75.82156673259959,0.0,0.0,0.0,1203.888464145086,18155.390865438618,1769.0378193715812,63.306451612903224,1.1689970544183277
circular,6811.0,282.0,282.0,4.36,564.0,322.0,75.82156673259959,0.0,0.0,0.0,3802.9305797340494,58655.07296628463,5671.863175793012,64.6788990825688,1.200839968966233
circular,6380.0,282.0,282.0,4.36,564.0,322.0,75.82156673259959,0.0,0.0,0.0,3802.9305797340494,58655.07296628463,5671.863175793012,64.6788990825688,1.1248508298347624
circular,6860.0,282.0,282.0,4.36,564.0,322.0,75.82156673259959,0.0,0.0,0.0,3802.9305797340494,58655.07296628463,5671.863175793012,64.6788990825688,1.209479105433616
circular,9947.0,358.0,358.0,5.66,716.0,290.0,75.82156673259959,0.0,0.0,0.0,6265.103556502581,94394.66665716798,8974.031548533703,63.25088339222615,1.108420440267482
circular,10045.0,358.0,358.0,5.66,716.0,290.0,75.82156673259959,0.0,0.0,0.0,6265.103556502581,94394.66665716798,8974.031548533703,63.25088339222615,1.1193408386937624
circular,9607.0,358.0,358.0,5.66,716.0,290.0,75.82156673259959,0.0,0.0,0.0,6265.103556502581,94394.66665716798,8974.031548533703,63.25088339222615,1.0705333436865083
circular,17787.0,474.0,474.0,7.42,948.0,317.0,75.82156673259959,0.0,0.0,0.0,10876.267908314476,165583.8498511706,16002.603848266974,63.881401617250674,1.1115066128395268
circular,18306.0,474.0,474.0,7.42,948.0,317.0,75.82156673259959,0.0,0.0,0.0,10876.267908314476,165583.8498511706,16002.603848266974,63.881401617250674,1.143938834802967
circular,17885.0,474.0,474.0,7.42,948.0,317.0,75.82156673259959,0.0,0.0,0.0,10876.267908314476,165583.8498511706,16002.603848266974,63.881401617250674,1.117630616216053
circular,2264.0,153.0,153.0,3.64,306.0,320.0,75.82156673259959,0.0,0.0,0.0,1707.990934614223,16677.394672356644,1811.0632921525416,42.03296703296703,1.250094356066993
circular,2274.0,153.0,153.0,3.64,306.0,320.0,75.82156673259959,0.0,0.0,0.0,1707.990934614223,16677.394672356644,1811.0632921525416,42.03296703296703,1.255615974247501
circular,2205.0,153.0,153.0,3.64,306.0,320.0,75.82156673259959,0.0,0.0,0.0,1707.990934614223,16677.394672356644,1811.0632921525416,42.03296703296703,1.2175168088019963
circular,5390.0,235.0,235.0,5.66,470.0,290.0,75.82156673259959,0.0,0.0,0.0,4077.9895829264424,39295.62399069764,4162.0727557584905,41.51943462897526,1.2950278181808799
circular,5047.0,235.0,235.0,5.66,470.0,290.0,75.82156673259959,0.0,0.0,0.0,4077.9895829264424,39295.62399069764,4162.0727557584905,41.51943462897526,1.2126169570239147
circular,5096.0,235.0,235.0,5.66,470.0,290.0,75.82156673259959,0.0,0.0,0.0,4077.9895829264424,39295.62399069764,4162.0727557584905,41.51943462897526,1.2243899371891955
circular,13936.0,393.0,393.0,9.38,786.0,312.0,75.82156673259959,0.0,0.0,0.0,11304.567517963675,109999.39342060882,11867.351414390834,41.89765458422175,1.1743142604760686
circular,14406.0,393.0,393.0,9.38,786.0,312.0,75.82156673259959,0.0,0.0,0.0,11304.567517963675,109999.39342060882,11867.351414390834,41.89765458422175,1.2139187167349488
circular,14161.0,393.0,393.0,9.38,786.0,312.0,75.82156673259959,0.0,0.0,0.0,11304.567517963675,109999.39342060882,11867.351414390834,41.89765458422175,1.1932738406000005
circular,20237.0,477.0,477.0,11.36,954.0,310.0,75.82156673259959,0.0,0.0,0.0,16617.989668551396,162082.86905110662,17440.953869220615,41.98943661971831,1.1603149777096642
circular,20462.0,477.0,477.0,11.36,954.0,310.0,75.82156673259959,0.0,0.0,0.0,16617.989668551396,162082.86905110662,17440.953869220615,41.98943661971831,1.1732156482628429
circular,19854.0,477.0,477.0,11.36,954.0,310.0,75.82156673259959,0.0,0.0,0.0,16617.989668551396,162082.86905110662,17440.953869220615,41.98943661971831,1.1383551696124758
circular,3855.33,301.5,301.5,4.5,600.0,381.609,26.651808,0.0,0.0,0.0,4198.738581522761,67195.72161717294,3393.163902318662,67.0,1.136205061407592
circular,4542.030000000001,298.48,298.48,5.74,600.0,400.248,26.651808,0.0,0.0,0.0,5278.9048437841775,64692.46132088442,3837.042164086567,52.0,1.1837321055556502
circular,4924.62,298.35,298.35,7.65,600.0,384.552,26.651808,0.0,0.0,0.0,6986.446530648944,62923.982239857796,4363.6898795062125,39.0,1.1285449094648452
circular,5915.43,297.0,297.0,11.88,600.0,348.2549999999999,26.651808,0.0,0.0,0.0,10641.283061011272,58637.903534114244,5268.686178926214,25.0,1.1227523900855292
circular,4551.84,301.5,301.5,4.5,600.0,381.609,34.18588799999999,0.0,0.0,0.0,4198.738581522761,67195.72161717294,3899.4218446401715,67.0,1.167311509591246
circular,5130.63,298.48,298.48,5.74,600.0,400.248,31.07808,0.0,0.0,0.0,5278.9048437841775,64692.46132088442,4123.388594242281,52.0,1.244275159310521
circular,5827.14,298.35,298.35,7.65,600.0,384.552,34.091712,0.0,0.0,0.0,6986.446530648944,62923.982239857796,4831.838266668459,39.0,1.2059882136778968
circular,7229.97,297.0,297.0,11.88,600.0,348.2549999999999,34.18588799999999,0.0,0.0,0.0,10641.283061011272,58637.903534114244,5710.4688351845125,25.0,1.2660904399745998
circular,8603.37,301.34,301.34,11.59,600.0,471.8609999999999,34.18588799999999,0.0,0.0,0.0,10550.104303266868,60768.6007868172,7055.61134705865,25.999999999999996,1.2193656335090768
circular,7946.1,298.48,298.48,5.74,600.0,400.248,79.20201599999999,0.0,0.0,0.0,5278.9048437841775,64692.46132088442,7236.644462530997,52.0,1.0980365335263236
circular,8397.36,298.35,298.35,7.65,600.0,384.552,79.20201599999999,0.0,0.0,0.0,6986.446530648944,62923.982239857796,7670.358234399045,39.0,1.094780679517756
circular,9397.980000000001,297.0,297.0,11.88,600.0,348.2549999999999,79.20201599999999,0.0,0.0,0.0,10641.283061011272,58637.903534114244,8350.120206327852,25.0,1.1254903843034576
circular,1068.0,129.0,129.0,3.0,387.0,306.0,45.51309362204468,0.0,0.0,0.0,1187.5220230569412,11882.288814039995,904.1814622930005,43.0,1.1811788280767848
circular,1280.0,131.0,131.0,4.0,393.0,306.0,45.51309362204468,0.0,0.0,0.0,1595.9290680236136,11882.288814039995,1029.1540180528023,32.75,1.2437399821086135
circular,1454.0,133.0,133.0,5.0,399.0,306.0,45.51309362204468,0.0,0.0,0.0,2010.6192982974662,11882.288814039995,1156.0492285166013,26.6,1.2577319063356134
circular,1095.0,129.0,129.0,3.0,387.0,306.0,52.28095967514655,0.0,0.0,0.0,1187.5220230569412,11882.288814039995,984.5992013906939,43.0,1.1121276540275178
circular,1320.0,131.0,131.0,4.0,393.0,306.0,52.28095967514655,0.0,0.0,0.0,1595.9290680236136,11882.288814039995,1109.5717571504956,32.75,1.189648160647048
circular,1548.0,133.0,133.0,5.0,399.0,306.0,52.28095967514655,0.0,0.0,0.0,2010.6192982974662,11882.288814039995,1236.4669676142944,26.6,1.25195418927106
circular,1266.0,129.0,129.0,3.0,387.0,306.0,60.65261529197698,0.0,0.0,0.0,1187.5220230569412,11882.288814039995,1084.0736312815534,43.0,1.1678173543464752
circular,1469.0,131.0,131.0,4.0,393.0,306.0,60.65261529197698,0.0,0.0,0.0,1595.9290680236136,11882.288814039995,1209.0461870413549,32.75,1.2150073469027478
circular,1659.0,133.0,133.0,5.0,399.0,306.0,60.65261529197698,0.0,0.0,0.0,2010.6192982974662,11882.288814039995,1335.9413975051539,26.6,1.2418209384769063
circular,1118.0,129.0,129.0,3.0,387.0,306.0,47.94792116255223,0.0,0.0,0.0,1187.5220230569412,11882.288814039995,933.1127863416899,43.0,1.198140263818663
circular,1093.0,129.0,129.0,3.0,387.0,306.0,47.01018780302734,0.0,0.0,0.0,1187.5220230569412,11882.288814039995,921.9703677332552,43.0,1.1855044785086055
circular,1162.0,129.0,129.0,3.0,387.0,306.0,50.29894595550323,0.0,0.0,0.0,1187.5220230569412,11882.288814039995,961.0483419405023,43.0,1.2090963058671387
circular,1403.0,131.0,131.0,4.0,393.0,306.0,47.94792116255223,0.0,0.0,0.0,1595.9290680236136,11882.288814039995,1058.0853421014915,32.75,1.3259799981856513
circular,1360.0,131.0,131.0,4.0,393.0,306.0,47.01018780302734,0.0,0.0,0.0,1595.9290680236136,11882.288814039995,1046.942923493057,32.75,1.299020194398419
circular,1459.0,131.0,131.0,4.0,393.0,306.0,50.29894595550323,0.0,0.0,0.0,1595.9290680236136,11882.288814039995,1086.0208977003042,32.75,1.3434363952751693
circular,1518.0,133.0,133.0,5.0,399.0,306.0,47.94792116255223,0.0,0.0,0.0,2010.6192982974662,11882.288814039995,1184.9805525652905,26.6,1.281033681703701
circular,1470.0,133.0,133.0,5.0,399.0,306.0,47.01018780302734,0.0,0.0,0.0,2010.6192982974662,11882.288814039995,1173.8381339568562,26.6,1.2523021338937257
circular,1569.0,133.0,133.0,5.0,399.0,306.0,50.29894595550323,0.0,0.0,0.0,2010.6192982974662,11882.288814039995,1212.916108164103,26.6,1.2935766863339573
circular,1147.0,129.0,129.0,3.0,387.0,306.0,55.21822595363086,0.0,0.0,0.0,1187.5220230569412,11882.288814039995,1019.5006476353849,43.0,1.1250605898685158
circular,1128.0,129.0,129.0,3.0,387.0,306.0,53.70054790870783,0.0,0.0,0.0,1187.5220230569412,11882.288814039995,1001.467158778882,43.0,1.1263474694221658
circular,1192.0,129.0,129.0,3.0,387.0,306.0,57.31068939542189,0.0,0.0,0.0,1187.5220230569412,11882.288814039995,1044.3639025835662,43.0,1.1413646115604044
circular,1430.0,131.0,131.0,4.0,393.0,306.0,55.21822595363086,0.0,0.0,0.0,1595.9290680236136,11882.288814039995,1144.4732033951866,32.75,1.2494831646191205
